Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
34,Paul Beesley,eng ENG,DF,Leeds United,30,1965,10,8,726,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Francis Benali,eng ENG,DF,Southampton,26,1968,29,28,2502,27.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Frankie Bennett,eng ENG,FW,Southampton,26,1969,10,5,445,4.9,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
37,John Beresford,eng ENG,DF,Newcastle Utd,28,1966,33,32,2734,30.4,0,2,2,0,0,,4,1,0.00,0.07,0.07,0.00,0.07,Matches
38,Henning Berg,no NOR,DF,Blackburn,25,1969,38,38,3381,37.6,0,1,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches
39,Dennis Bergkamp,nl NED,FW,Arsenal,26,1969,33,33,2925,32.5,11,8,19,11,0,0,5,0,0.34,0.25,0.58,0.34,0.58,Matches
40,Guðni Bergsson,is ISL,DF,Bolton,30,1965,34,34,3015,33.5,4,1,5,4,0,0,9,1,0.12,0.03,0.15,0.12,0.15,Matches
41,Slaven Bilić,hr CRO,DF,West Ham,26,1968,13,13,1149,12.8,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
42,Ian Bishop,eng ENG,MF,West Ham,30,1965,35,35,3106,34.5,1,4,5,1,0,0,3,0,0.03,0.12,0.14,0.03,0.14,Matches
43,Kingsley Black,nir NIR,MF,Nott'ham Forest,27,1968,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Clayton Blackmore,wls WAL,"DF,MF",Middlesbrough,30,1964,5,4,382,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Dean Blackwell,eng ENG,DF,Wimbledon,25,1969,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Nathan Blake,wls WAL,FW,Bolton,23,1972,18,14,1206,13.4,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
47,Regi Blinker,nl NED,"FW,MF",Sheffield Weds,26,1969,9,9,728,8.1,2,0,2,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
48,Gary Blissett,eng ENG,FW,Wimbledon,31,1964,4,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Jason Blunt,eng ENG,MF,Leeds United,17,1977,3,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Jeroen Boere,nl NED,FW,West Ham,27,1967,1,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Lars Bohinen,no NOR,MF,Blackburn,25,1969,19,17,1532,17.0,4,1,5,,,,3,0,0.23,0.06,0.29,,,Matches
52,Lars Bohinen,no NOR,MF,Nott'ham Forest,25,1969,7,7,593,6.6,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches
53,Willie Boland,ie IRL,MF,Coventry City,19,1975,3,2,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Marco Boogers,nl NED,FW,West Ham,28,1967,4,0,100,1.1,0,1,1,0,0,0,0,1,0.00,0.90,0.90,0.00,0.90,Matches
55,Brian Borrows,eng ENG,DF,Coventry City,34,1960,21,21,1839,20.4,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches
56,Mark Bosnich,au AUS,GK,Aston Villa,23,1972,38,38,3375,37.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Steve Bould,eng ENG,DF,Arsenal,32,1962,19,19,1677,18.6,0,2,2,0,0,0,7,1,0.00,0.11,0.11,0.00,0.11,Matches
58,Rob Bowman,eng ENG,FW,Leeds United,19,1975,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Keith Branagan,ie IRL,GK,Bolton,29,1966,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Michael Branch,eng ENG,FW,Everton,16,1978,3,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Branco,br BRA,DF,Middlesbrough,31,1964,7,5,422,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Matt Brazier,,MF,QPR,19,1976,11,6,453,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Tim Breacker,eng ENG,DF,West Ham,30,1965,22,19,1808,20.1,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Rufus Brevett,eng ENG,DF,QPR,25,1969,27,26,2320,25.8,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches
65,Mark Bright,eng ENG,FW,Sheffield Weds,33,1962,25,16,1467,16.3,7,2,9,7,0,0,2,0,0.43,0.12,0.55,0.43,0.55,Matches
66,Ian Brightwell,eng ENG,DF,Manchester City,27,1968,29,26,2323,25.8,0,1,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,Matches
67,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,19,1975,25,22,1859,20.7,0,3,3,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
68,Tomas Brolin,se SWE,"FW,MF",Leeds United,25,1969,19,17,1442,16.0,3,5,8,3,0,0,3,0,0.19,0.31,0.50,0.19,0.50,Matches
69,Kenny Brown,eng ENG,DF,West Ham,28,1967,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Michael Brown,eng ENG,MF,Manchester City,18,1977,20,16,1474,16.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
71,Paul Browne,sct SCO,DF,Aston Villa,20,1975,2,2,180,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Steve Bruce,eng ENG,DF,Manchester Utd,34,1960,30,30,2508,27.9,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
73,Craig Burley,sct SCO,MF,Chelsea,23,1971,22,16,1463,16.3,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
74,Wayne Burnett,eng ENG,MF,Bolton,23,1971,1,0,22,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,David Burrows,eng ENG,DF,Coventry City,26,1968,11,11,943,10.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,David Busst,eng ENG,DF,Coventry City,28,1967,17,16,1405,15.6,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
77,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,20,1975,32,31,2649,29.4,2,3,5,2,0,0,9,1,0.07,0.10,0.17,0.07,0.17,Matches
78,Colin Calderwood,sct SCO,DF,Tottenham,30,1965,30,27,2275,25.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Andy Campbell,eng ENG,FW,Middlesbrough,16,1979,2,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Kevin Campbell,eng ENG,FW,Nott'ham Forest,25,1970,21,21,1749,19.4,3,4,7,3,0,0,2,0,0.15,0.21,0.36,0.15,0.36,Matches
81,Sol Campbell,eng ENG,"DF,FW",Tottenham,20,1974,31,31,2624,29.2,1,2,3,1,0,0,2,0,0.03,0.07,0.10,0.03,0.10,Matches
82,Eric Cantona,fr FRA,FW,Manchester Utd,29,1966,30,30,2682,29.8,14,10,24,10,4,4,1,0,0.47,0.34,0.81,0.34,0.67,Matches
83,Franz Carr,eng ENG,"FW,MF",Aston Villa,28,1966,1,1,90,1.0,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Darren Caskey,eng ENG,MF,Tottenham,20,1974,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Stewart Castledine,eng ENG,MF,Wimbledon,22,1973,4,2,215,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches
86,Trevor Challis,eng ENG,DF,QPR,19,1975,11,10,938,10.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Lee Chapman,eng ENG,FW,Leeds United,35,1959,2,2,151,1.7,0,1,1,0,0,0,0,1,0.00,0.60,0.60,0.00,0.60,Matches
88,Gary Charles,eng ENG,DF,Aston Villa,25,1970,34,34,2999,33.3,1,6,7,1,0,0,1,0,0.03,0.18,0.21,0.03,0.21,Matches
89,Lee Charles,,FW,QPR,23,1971,4,0,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Simon Charlton,eng ENG,DF,Southampton,23,1971,26,24,2090,23.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Steve Chettle,eng ENG,DF,Nott'ham Forest,26,1968,37,37,3306,36.7,0,1,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches
92,Iyseden Christie,eng ENG,FW,Coventry City,18,1976,1,1,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Lee Clark,eng ENG,MF,Newcastle Utd,22,1972,27,21,2081,23.1,2,1,3,2,0,0,1,0,0.09,0.04,0.13,0.09,0.13,Matches
94,Adrian Clarke,eng ENG,MF,Arsenal,20,1974,6,4,359,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Andy Clarke,eng ENG,FW,Wimbledon,28,1967,18,9,952,10.6,2,2,4,2,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches
96,Steve Clarke,sct SCO,DF,Chelsea,31,1963,22,21,1935,21.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Nigel Clough,eng ENG,"FW,MF",Liverpool,29,1966,2,1,116,1.3,0,0,0,,,,1,0,0.00,0.00,0.00,,,Matches
98,Nigel Clough,eng ENG,"FW,MF",Manchester City,29,1966,15,15,1327,14.7,2,3,5,,,,2,0,0.14,0.20,0.34,,,Matches
99,Andy Cole,eng ENG,FW,Manchester Utd,23,1971,34,32,2731,30.3,11,6,17,11,0,0,4,0,0.36,0.20,0.56,0.36,0.56,Matches
100,Chris Coleman,wls WAL,DF,Blackburn,25,1970,21,20,1746,19.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Simon Coleman,eng ENG,DF,Bolton,27,1968,12,12,1075,11.9,1,1,2,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,Matches
102,Stan Collymore,eng ENG,FW,Liverpool,24,1971,31,30,2567,28.5,14,11,25,14,0,0,2,0,0.49,0.39,0.88,0.49,0.88,Matches
103,Paul Cook,eng ENG,MF,Coventry City,28,1967,3,2,162,1.8,0,1,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,Matches
104,Terry Cooke,eng ENG,MF,Manchester Utd,18,1976,4,2,118,1.3,0,1,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches
105,Colin Cooper,eng ENG,DF,Nott'ham Forest,28,1967,37,37,3270,36.3,5,1,6,5,0,0,7,0,0.14,0.03,0.17,0.14,0.17,Matches
106,Tony Cottee,eng ENG,FW,West Ham,30,1965,33,30,2598,28.9,10,2,12,10,0,0,1,0,0.35,0.07,0.42,0.35,0.42,Matches
107,Andy Couzens,eng ENG,MF,Leeds United,20,1975,14,9,779,8.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Neil Cox,eng ENG,DF,Middlesbrough,23,1971,35,35,3150,35.0,2,1,3,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,Matches
109,Owen Coyle,ie IRL,FW,Bolton,29,1966,5,2,199,2.2,0,2,2,0,0,0,0,0,0.00,0.90,0.90,0.00,0.90,Matches
110,Gerry Creaney,sct SCO,FW,Manchester City,25,1970,15,8,748,8.3,3,0,3,3,0,0,2,0,0.36,0.00,0.36,0.36,0.36,Matches
111,Mark Crossley,wls WAL,GK,Nott'ham Forest,26,1969,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Jason Cundy,eng ENG,DF,Tottenham,25,1969,1,0,71,0.8,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Kenny Cunningham,ie IRL,DF,Wimbledon,24,1971,33,32,2857,31.7,0,3,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches
114,Saša Ćurčić,rs SRB,MF,Bolton,23,1972,27,27,2431,27.0,4,7,11,4,0,0,3,0,0.15,0.26,0.41,0.15,0.41,Matches
115,Keith Curle,eng ENG,DF,Manchester City,31,1963,32,32,2880,32.0,0,0,0,0,0,1,7,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Liam Daish,ie IRL,DF,Coventry City,26,1968,11,11,990,11.0,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
117,Dani,pt POR,"FW,MF",West Ham,18,1976,9,3,312,3.5,2,2,4,2,0,0,0,0,0.58,0.58,1.15,0.58,1.15,Matches
118,Simon Davies,wls WAL,MF,Manchester Utd,21,1974,6,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Neil Davis,eng ENG,FW,Aston Villa,21,1973,2,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Aidan Davison,nir NIR,GK,Bolton,27,1968,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Brian Deane,eng ENG,FW,Leeds United,27,1968,33,29,2790,31.0,7,4,11,7,0,0,4,0,0.23,0.13,0.35,0.23,0.35,Matches
122,Marc Degryse,be BEL,FW,Sheffield Weds,29,1965,34,30,2681,29.8,8,5,13,8,0,0,0,0,0.27,0.17,0.44,0.27,0.44,Matches
123,Danny Dichio,eng ENG,FW,QPR,20,1974,29,22,2053,22.8,10,5,15,10,0,0,7,1,0.44,0.22,0.66,0.44,0.66,Matches
124,Paul Dickov,sct SCO,FW,Arsenal,22,1972,7,1,246,2.7,1,2,3,1,0,0,0,0,0.37,0.73,1.10,0.37,1.10,Matches
125,Julian Dicks,eng ENG,DF,West Ham,26,1968,34,34,3024,33.6,10,3,13,5,5,6,5,1,0.30,0.09,0.39,0.15,0.24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Lee Dixon,eng ENG,DF,Arsenal,31,1964,38,38,3379,37.5,2,3,5,2,0,0,2,0,0.05,0.08,0.13,0.05,0.13,Matches
127,Jason Dodd,eng ENG,DF,Southampton,24,1970,37,37,3330,37.0,2,1,3,2,0,0,5,0,0.05,0.03,0.08,0.05,0.08,Matches
128,O'Neill Donaldson,eng ENG,FW,Sheffield Weds,25,1969,3,1,113,1.3,1,0,1,1,0,0,0,0,0.80,0.00,0.80,0.80,0.80,Matches
129,Tony Dorigo,eng ENG,DF,Leeds United,29,1965,16,16,1344,14.9,1,2,3,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,Matches
130,Andy Dow,sct SCO,DF,Chelsea,22,1973,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Iain Dowie,nir NIR,FW,West Ham,30,1965,33,33,2967,33.0,8,0,8,8,0,0,6,0,0.24,0.00,0.24,0.24,0.24,Matches
132,Jason Dozzell,eng ENG,MF,Tottenham,27,1967,28,24,2196,24.4,3,0,3,3,0,0,9,0,0.12,0.00,0.12,0.12,0.12,Matches
133,Mark Draper,eng ENG,MF,Aston Villa,24,1970,36,36,3143,34.9,2,6,8,2,0,0,1,0,0.06,0.17,0.23,0.06,0.23,Matches
134,Michael Duberry,eng ENG,DF,Chelsea,19,1975,22,22,1895,21.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Dion Dublin,eng ENG,"DF,FW",Coventry City,26,1969,34,34,2988,33.2,14,3,17,14,0,0,2,0,0.42,0.09,0.51,0.42,0.51,Matches
136,Ilie Dumitrescu,ro ROU,"FW,MF",Tottenham,26,1969,5,5,439,4.9,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches
137,Ilie Dumitrescu,ro ROU,"FW,MF",West Ham,26,1969,3,2,178,2.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches
138,Robbie Earle,jm JAM,MF,Wimbledon,30,1965,37,37,3291,36.6,11,4,15,11,0,0,2,1,0.30,0.11,0.41,0.30,0.41,Matches
139,John Ebbrell,eng ENG,MF,Everton,25,1969,25,24,2126,23.6,4,1,5,4,0,0,5,0,0.17,0.04,0.21,0.17,0.21,Matches
140,Richard Edghill,eng ENG,DF,Manchester City,20,1974,13,13,1040,11.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
141,Justin Edinburgh,eng ENG,DF,Tottenham,25,1969,22,15,1450,16.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Ugo Ehiogu,eng ENG,DF,Aston Villa,22,1972,36,36,3240,36.0,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
143,Ronnie Ekelund,dk DEN,"FW,MF",Manchester City,22,1972,4,3,200,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Efan Ekoku,ng NGA,FW,Wimbledon,28,1967,32,29,2345,26.1,7,3,10,7,0,0,5,0,0.27,0.12,0.38,0.27,0.38,Matches
145,Gary Elkins,eng ENG,DF,Wimbledon,29,1966,10,7,688,7.6,0,1,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
146,Robbie Elliott,eng ENG,DF,Newcastle Utd,21,1973,6,5,516,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Jason Euell,jm JAM,"FW,MF",Wimbledon,18,1977,9,4,465,5.2,2,0,2,2,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches
148,Chris Fairclough,eng ENG,DF,Bolton,31,1964,33,33,2916,32.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Gareth Farrelly,ie IRL,MF,Aston Villa,19,1975,5,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Peter Fear,eng ENG,MF,Wimbledon,21,1973,4,4,286,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Graham Fenton,eng ENG,MF,Aston Villa,21,1974,3,0,52,0.6,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches
152,Graham Fenton,eng ENG,MF,Blackburn,21,1974,14,4,596,6.6,6,2,8,,,,2,0,0.91,0.30,1.21,,,Matches
153,Les Ferdinand,eng ENG,FW,Newcastle Utd,28,1966,37,37,3323,36.9,25,6,31,25,0,0,4,0,0.68,0.16,0.84,0.68,0.84,Matches
154,Rio Ferdinand,eng ENG,DF,West Ham,16,1978,1,0,21,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Duncan Ferguson,sct SCO,FW,Everton,23,1971,18,16,1462,16.2,5,2,7,5,0,0,4,0,0.31,0.12,0.43,0.31,0.43,Matches
156,John Filan,au AUS,GK,Coventry City,25,1970,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
157,Neil Finn,eng ENG,GK,West Ham,16,1978,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
158,Scott Fitzgerald,ie IRL,DF,Wimbledon,25,1969,4,2,294,3.3,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
159,Curtis Fleming,ie IRL,DF,Middlesbrough,26,1968,13,13,1143,12.7,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
160,Garry Flitcroft,eng ENG,MF,Manchester City,22,1972,25,25,2103,23.4,0,0,0,,,,9,0,0.00,0.00,0.00,,,Matches
161,Garry Flitcroft,eng ENG,MF,Blackburn,22,1972,3,3,183,2.0,0,0,0,,,,1,1,0.00,0.00,0.00,,,Matches
162,Tim Flowers,eng ENG,GK,Blackburn,28,1967,37,37,3313,36.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
163,Mark Ford,eng ENG,MF,Leeds United,19,1975,12,12,963,10.7,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
