,player_name,squad,nation,minutes_played,goals,assists,cards
1215,Julian Dicks,West Ham,eng ENG,9786,21.0,6,25.0
1216,Julian Gray,Arsenal,eng ENG,20,0.0,0,0.0
1217,Julian Gray,Birmingham City,eng ENG,3613,3.0,2,1.0
1218,Julian Gray,Fulham,eng ENG,6,0.0,0,0.0
1219,Julian Joachim,Aston Villa,eng ENG,8952,39.0,12,1.0
1220,Julian Joachim,Leicester City,eng ENG,1020,3.0,2,0.0
1221,Julio Arca,Middlesbrough,ar ARG,4561,4.0,5,14.0
1222,Julio Arca,Sunderland,ar ARG,6665,4.0,12,13.0
1223,Junior Hoilett,Blackburn,ca CAN,5394,12.0,6,7.0
1224,Junior Hoilett,Cardiff City,ca CAN,2141,3.0,1,4.0
1225,Junior Hoilett,QPR,ca CAN,2342,1.0,1,3.0
1226,Justin Hoyte,Arsenal,tt TRI,2034,1.0,0,2.0
1227,Justin Hoyte,Middlesbrough,tt TRI,1608,0.0,1,0.0
1228,Justin Hoyte,Sunderland,tt TRI,2375,1.0,0,2.0
1229,Jérémie Aliadière,Arsenal,fr FRA,754,1.0,0,1.0
1230,Jérémie Aliadière,Middlesbrough,fr FRA,4412,7.0,8,5.0
1231,Jérémie Aliadière,West Ham,fr FRA,177,0.0,0,0.0
1232,Kalvin Phillips,Leeds United,eng ENG,4024,1.0,3,14.0
1233,Kalvin Phillips,Manchester City,eng ENG,300,0.0,0,1.0
1234,Karl Darlow,Newcastle Utd,eng ENG,4680,0.0,0,4.0
1235,Karlan Grant,Huddersfield,eng ENG,877,4.0,0,0.0
1236,Karlan Grant,West Brom,eng ENG,1127,1.0,0,1.0
1237,Keane Lewis-Potter,Brentford,eng ENG,321,0.0,1,0.0
1238,Keith Andrews,Blackburn,ie IRL,4734,5.0,0,10.0
1239,Keith Andrews,West Brom,ie IRL,789,2.0,1,2.0
1240,Keith Andrews,Wolves,ie IRL,90,0.0,0,0.0
1241,Keith Gillespie,Blackburn,nir NIR,4519,3.0,9,11.0
1242,Keith Gillespie,Leicester City,nir NIR,618,0.0,0,2.0
1243,Keith Gillespie,Manchester Utd,nir NIR,375,1.0,0,2.0
1244,Keith Gillespie,Newcastle Utd,nir NIR,8348,11.0,14,11.0
1245,Keith Gillespie,Sheffield Utd,nir NIR,2376,2.0,2,4.0
1246,Keith Rowland,Coventry City,nir NIR,14,0.0,1,0.0
1247,Keith Rowland,West Ham,nir NIR,5748,1.0,5,14.0
1248,Kelechi Iheanacho,Leicester City,ng NGA,6581,30.0,21,7.0
1249,Kelechi Iheanacho,Manchester City,ng NGA,1303,12.0,4,1.0
1250,Kelvin Davis,Southampton,eng ENG,1742,0.0,0,0.0
1251,Kelvin Davis,Sunderland,eng ENG,2970,0.0,0,0.0
1252,Kenwyne Jones,Cardiff City,tt TRI,586,1.0,1,0.0
1253,Kenwyne Jones,Southampton,tt TRI,47,0.0,0,0.0
1254,Kenwyne Jones,Stoke City,tt TRI,5192,13.0,2,0.0
1255,Kenwyne Jones,Sunderland,tt TRI,7289,26.0,11,6.0
1256,Kepa Arrizabalaga,Chelsea,es ESP,9720,0.0,0,4.0
1257,Kevin Campbell,Arsenal,eng ENG,7441,22.0,12,1.0
1258,Kevin Campbell,Everton,eng ENG,11170,45.0,16,10.0
1259,Kevin Campbell,Nott'ham Forest,eng ENG,3152,9.0,8,5.0
1260,Kevin Campbell,West Brom,eng ENG,2846,6.0,1,1.0
1261,Kevin Davies,Blackburn,eng ENG,1056,1.0,2,5.0
1262,Kevin Davies,Bolton,eng ENG,26393,68.0,45,71.0
1263,Kevin Davies,Southampton,eng ENG,7018,19.0,8,26.0
1264,Kevin Doyle,Crystal Palace,ie IRL,36,0.0,0,0.0
1265,Kevin Doyle,Reading,ie IRL,5479,19.0,3,1.0
1266,Kevin Doyle,Wolves,ie IRL,7420,18.0,12,9.0
1267,Kevin Gallacher,Blackburn,sct SCO,11117,46.0,18,12.0
1268,Kevin Gallacher,Coventry City,sct SCO,1653,6.0,2,1.0
1269,Kevin Gallacher,Newcastle Utd,sct SCO,2330,4.0,0,0.0
1270,Kevin Kilbane,Everton,ie IRL,7678,4.0,5,11.0
1271,Kevin Kilbane,Hull City,ie IRL,2670,1.0,1,3.0
1272,Kevin Kilbane,Sunderland,ie IRL,8657,8.0,5,14.0
1273,Kevin Kilbane,Wigan Athletic,ie IRL,5588,2.0,7,9.0
1274,Kevin Miller,Crystal Palace,eng ENG,3420,0.0,0,0.0
1275,Kevin Nolan,Bolton,eng ENG,20544,39.0,15,60.0
1276,Kevin Nolan,Newcastle Utd,eng ENG,3439,12.0,3,13.0
1277,Kevin Nolan,West Ham,eng ENG,7462,18.0,8,17.0
1278,Kevin Phillips,Aston Villa,eng ENG,1510,4.0,4,0.0
1279,Kevin Phillips,Birmingham City,eng ENG,927,5.0,0,0.0
1280,Kevin Phillips,Crystal Palace,eng ENG,80,0.0,0,0.0
1281,Kevin Phillips,Southampton,eng ENG,4685,23.0,4,6.0
1282,Kevin Phillips,Sunderland,eng ENG,12238,61.0,16,21.0
1283,Kevin Richardson,Aston Villa,eng ENG,8991,7.0,8,12.0
1284,Kevin Richardson,Coventry City,eng ENG,6764,0.0,8,11.0
1285,Kevin Richardson,Southampton,eng ENG,2144,0.0,3,2.0
1286,Kevin Scott,Newcastle Utd,eng ENG,1620,0.0,0,2.0
1287,Kevin Scott,Tottenham,eng ENG,1387,1.0,1,1.0
1288,Kevin Wimmer,Stoke City,at AUT,1323,0.0,0,5.0
1289,Kevin Wimmer,Tottenham,at AUT,1169,0.0,0,5.0
1290,Kevin-Prince Boateng,Portsmouth,gh GHA,1841,3.0,2,7.0
1291,Kevin-Prince Boateng,Tottenham,gh GHA,607,0.0,0,2.0
1292,Kieran Gibbs,Arsenal,eng ENG,9312,2.0,8,15.0
1293,Kieran Gibbs,West Brom,eng ENG,3636,0.0,1,5.0
1294,Kieran Richardson,Aston Villa,eng ENG,2068,0.0,2,7.0
1295,Kieran Richardson,Fulham,eng ENG,3192,5.0,3,7.0
1296,Kieran Richardson,Manchester Utd,eng ENG,2007,2.0,1,8.0
1297,Kieran Richardson,Sunderland,eng ENG,10614,14.0,10,38.0
1298,Kieran Richardson,West Brom,eng ENG,886,3.0,1,2.0
1299,Kieran Trippier,Burnley,eng ENG,3415,0.0,4,2.0
1300,Kieran Trippier,Newcastle Utd,eng ENG,3770,3.0,7,5.0
1301,Kieran Trippier,Tottenham,eng ENG,5217,2.0,14,5.0
1302,Kieron Dyer,Newcastle Utd,eng ENG,14959,23.0,26,6.0
1303,Kieron Dyer,QPR,eng ENG,204,0.0,0,1.0
1304,Kieron Dyer,West Ham,eng ENG,1343,0.0,2,0.0
1305,Kit Symons,Fulham,wls WAL,284,0.0,0,1.0
1306,Kit Symons,Manchester City,wls WAL,3420,2.0,0,3.0
1307,Kolo Touré,Arsenal,ci CIV,18182,9.0,8,22.0
1308,Kolo Touré,Liverpool,ci CIV,2968,1.0,2,3.0
1309,Kolo Touré,Manchester City,ci CIV,6328,2.0,0,8.0
1310,Kortney Hause,Aston Villa,eng ENG,2572,3.0,0,5.0
1311,Kurt Zouma,Chelsea,fr FRA,7188,6.0,1,9.0
1312,Kurt Zouma,Everton,fr FRA,2612,2.0,2,5.0
1313,Kurt Zouma,Stoke City,fr FRA,2888,1.0,0,1.0
1314,Kurt Zouma,West Ham,fr FRA,4067,3.0,0,1.0
1315,Kyle Naughton,Norwich City,eng ENG,2704,0.0,1,7.0
1316,Kyle Naughton,Swansea City,eng ENG,8369,1.0,6,10.0
1317,Kyle Naughton,Tottenham,eng ENG,3131,0.0,1,8.0
1318,Kyle Walker,Aston Villa,eng ENG,1337,1.0,3,3.0
1319,Kyle Walker,Manchester City,eng ENG,13615,3.0,14,18.0
1320,Kyle Walker,Tottenham,eng ENG,15813,4.0,15,32.0
1321,Lars Bohinen,Blackburn,no NOR,3963,7.0,5,9.0
1322,Lars Bohinen,Derby County,no NOR,3968,1.0,6,8.0
1323,Lars Bohinen,Nott'ham Forest,no NOR,3318,6.0,5,9.0
1324,Lassana Diarra,Arsenal,fr FRA,369,0.0,0,1.0
1325,Lassana Diarra,Chelsea,fr FRA,743,0.0,0,3.0
1326,Lassana Diarra,Portsmouth,fr FRA,1903,1.0,0,7.0
1327,Laurent Charvet,Chelsea,fr FRA,715,2.0,0,3.0
1328,Laurent Charvet,Manchester City,fr FRA,1445,0.0,1,1.0
1329,Laurent Charvet,Newcastle Utd,fr FRA,3350,1.0,1,3.0
1330,Laurent Robert,Derby County,fr FRA,180,0.0,0,1.0
1331,Laurent Robert,Newcastle Utd,fr FRA,9594,22.0,29,18.0
1332,Laurent Robert,Portsmouth,fr FRA,1151,1.0,3,3.0
1333,Leander Dendoncker,Aston Villa,be BEL,697,0.0,0,0.0
1334,Leander Dendoncker,Wolves,be BEL,8929,9.0,2,14.0
1335,Leandro Bacuna,Aston Villa,cw CUW,5999,6.0,6,14.0
1336,Leandro Bacuna,Cardiff City,cw CUW,561,0.0,0,2.0
1337,Leandro Trossard,Arsenal,be BEL,931,1.0,10,0.0
1338,Leandro Trossard,Brighton,be BEL,8738,25.0,13,5.0
1339,Lee Bowyer,Birmingham City,eng ENG,5051,9.0,3,15.0
1340,Lee Bowyer,Leeds United,eng ENG,17410,38.0,26,57.0
1341,Lee Bowyer,Newcastle Utd,eng ENG,5329,6.0,6,17.0
1342,Lee Bowyer,West Ham,eng ENG,3656,4.0,3,19.0
1343,Lee Carsley,Birmingham City,ie IRL,347,0.0,0,1.0
1344,Lee Carsley,Blackburn,ie IRL,636,0.0,0,1.0
1345,Lee Carsley,Coventry City,ie IRL,1801,2.0,1,6.0
1346,Lee Carsley,Derby County,ie IRL,6508,2.0,1,18.0
1347,Lee Carsley,Everton,ie IRL,13429,11.0,10,23.0
1348,Lee Cattermole,Middlesbrough,eng ENG,3953,3.0,3,19.0
1349,Lee Cattermole,Sunderland,eng ENG,12957,2.0,3,68.0
1350,Lee Cattermole,Wigan Athletic,eng ENG,2810,1.0,2,14.0
1351,Lee Chapman,Ipswich Town,eng ENG,933,1.0,1,1.0
1352,Lee Chapman,Leeds United,eng ENG,3446,13.0,3,3.0
1353,Lee Chapman,West Ham,eng ENG,3050,8.0,2,1.0
1354,Lee Clark,Fulham,eng ENG,4778,5.0,6,7.0
1355,Lee Clark,Newcastle Utd,eng ENG,7666,8.0,8,7.0
1356,Lee Grant,Stoke City,eng ENG,2790,0.0,0,1.0
1357,Lee Hughes,West Brom,eng ENG,1140,0.0,0,2.0
1358,Lee Makel,Blackburn,eng ENG,344,0.0,0,0.0
1359,Lee Marshall,Leicester City,eng ENG,3525,0.0,1,3.0
1360,Lee Marshall,West Brom,eng ENG,396,1.0,0,1.0
1361,Lee Morris,Derby County,eng ENG,1538,4.0,1,4.0
1362,Lee Sharpe,Bradford City,eng ENG,1643,0.0,2,1.0
1363,Lee Sharpe,Leeds United,eng ENG,2412,5.0,1,1.0
1364,Lee Sharpe,Manchester Utd,eng ENG,8929,17.0,21,11.0
1365,Lee Tomlin,Bournemouth,eng ENG,290,0.0,0,1.0
1366,Leon Cort,Burnley,gy GUY,1291,0.0,1,0.0
1367,Leon Cort,Stoke City,gy GUY,845,0.0,0,0.0
1368,Leonardo Ulloa,Brighton,ar ARG,267,1.0,0,0.0
1369,Leonardo Ulloa,Leicester City,ar ARG,3851,18.0,4,3.0
1370,Leroy Fer,Norwich City,nl NED,2462,3.0,1,7.0
1371,Leroy Fer,QPR,nl NED,2360,6.0,2,4.0
1372,Leroy Fer,Swansea City,nl NED,4557,7.0,5,16.0
1373,Leroy Lita,Reading,eng ENG,2892,8.0,4,2.0
1374,Leroy Lita,Swansea City,eng ENG,502,2.0,1,1.0
1375,Les Ferdinand,Bolton,eng ENG,258,1.0,1,1.0
1376,Les Ferdinand,Leicester City,eng ENG,1547,12.0,2,4.0
1377,Les Ferdinand,Newcastle Utd,eng ENG,5833,41.0,14,7.0
1378,Les Ferdinand,QPR,eng ENG,9448,60.0,22,19.0
1379,Les Ferdinand,Tottenham,eng ENG,8022,33.0,9,18.0
1380,Les Ferdinand,West Ham,eng ENG,869,2.0,1,1.0
1381,Lewis Cook,Bournemouth,eng ENG,6464,0.0,5,17.0
1382,Lewis Grabban,Bournemouth,eng ENG,637,0.0,0,2.0
1383,Lewis Grabban,Norwich City,eng ENG,250,1.0,0,0.0
1384,Lewis O'Brien,Nott'ham Forest,eng ENG,584,1.0,0,2.0
1385,Lewis Price,Derby County,wls WAL,540,0.0,0,0.0
1386,Liam Bridcutt,Sunderland,sct SCO,1761,0.0,2,12.0
1387,Liam Daish,Coventry City,ie IRL,2685,2.0,1,10.0
1388,Liam Ridgewell,Aston Villa,eng ENG,6122,7.0,1,11.0
1389,Liam Ridgewell,Birmingham City,eng ENG,9010,8.0,4,21.0
1390,Liam Ridgewell,West Brom,eng ENG,6523,2.0,2,14.0
1391,Liam Rosenior,Brighton,eng ENG,164,0.0,0,0.0
1392,Liam Rosenior,Fulham,eng ENG,6819,0.0,4,11.0
1393,Liam Rosenior,Hull City,eng ENG,2569,1.0,2,5.0
1394,Liam Rosenior,Reading,eng ENG,1241,0.0,0,2.0
1395,Lomana LuaLua,Newcastle Utd,cd COD,1881,5.0,6,3.0
1396,Lomana LuaLua,Portsmouth,cd COD,5712,19.0,6,6.0
1397,Lorenzo Amoruso,Blackburn,it ITA,1444,3.0,0,5.0
1398,Louis Saha,Everton,fr FRA,6106,27.0,2,3.0
1399,Louis Saha,Fulham,fr FRA,5581,26.0,7,6.0
1400,Louis Saha,Manchester Utd,fr FRA,5047,28.0,9,1.0
1401,Louis Saha,Newcastle Utd,fr FRA,605,1.0,1,1.0
1402,Louis Saha,Sunderland,fr FRA,196,0.0,0,0.0
1403,Louis Saha,Tottenham,fr FRA,400,3.0,1,0.0
1404,Loïc Rémy,Chelsea,fr FRA,963,8.0,0,0.0
1405,Loïc Rémy,Crystal Palace,fr FRA,134,0.0,0,0.0
1406,Loïc Rémy,Newcastle Utd,fr FRA,2098,14.0,3,3.0
1407,Loïc Rémy,QPR,fr FRA,1320,6.0,0,1.0
1408,Lucas Digne,Aston Villa,fr FRA,2771,1.0,4,7.0
1409,Lucas Digne,Everton,fr FRA,9846,4.0,18,19.0
1410,Lucas Neill,Blackburn,au AUS,16337,5.0,8,58.0
1411,Lucas Neill,Everton,au AUS,920,0.0,2,1.0
1412,Lucas Neill,West Ham,au AUS,7006,1.0,5,14.0
1413,Lucas Pérez,Arsenal,es ESP,272,1.0,0,0.0
1414,Lucas Pérez,West Ham,es ESP,475,3.0,0,0.0
1415,Luciano Becchio,Norwich City,ar ARG,227,0.0,1,0.0
1416,Lukas Jutkiewicz,Burnley,eng ENG,994,0.0,2,1.0
1417,Lukas Jutkiewicz,Everton,eng ENG,5,0.0,0,0.0
1418,Luke Freeman,Sheffield Utd,eng ENG,366,0.0,0,2.0
1419,Luke Moore,Aston Villa,eng ENG,3796,14.0,2,4.0
1420,Luke Moore,Swansea City,eng ENG,1070,5.0,2,1.0
1421,Luke Moore,West Brom,eng ENG,690,1.0,0,1.0
1422,Luke Shaw,Manchester Utd,eng ENG,14180,3.0,16,49.0
1423,Luke Shaw,Southampton,eng ENG,4934,0.0,1,6.0
1424,Luke Young,Aston Villa,eng ENG,6365,2.0,1,11.0
1425,Luke Young,Charlton Ath,eng ENG,16051,4.0,5,29.0
1426,Luke Young,Middlesbrough,eng ENG,3108,1.0,1,8.0
1427,Luke Young,QPR,eng ENG,2030,2.0,1,5.0
1428,Luke Young,Tottenham,eng ENG,4165,0.0,0,9.0
1429,Luís Boa Morte,Arsenal,pt POR,759,0.0,0,2.0
1430,Luís Boa Morte,Fulham,pt POR,13022,26.0,25,50.0
1431,Luís Boa Morte,Southampton,pt POR,553,1.0,1,2.0
1432,Luís Boa Morte,West Ham,pt POR,5058,2.0,9,21.0
1433,Lys Mousset,Bournemouth,fr FRA,1234,3.0,0,2.0
1434,Lys Mousset,Sheffield Utd,fr FRA,1536,6.0,4,1.0
1435,Madjid Bougherra,Charlton Ath,dz ALG,218,0.0,0,1.0
1436,Maik Taylor,Birmingham City,nir NIR,12679,0.0,0,3.0
1437,Maik Taylor,Fulham,nir NIR,1695,0.0,0,1.0
1438,Maik Taylor,Southampton,nir NIR,1620,0.0,0,0.0
1439,Mal Donaghy,Chelsea,nir NIR,5538,3.0,1,1.0
1440,Malcolm Christie,Derby County,eng ENG,6140,22.0,4,9.0
1441,Malcolm Christie,Middlesbrough,eng ENG,2282,7.0,1,2.0
1442,Mamadou Sakho,Crystal Palace,fr FRA,5909,1.0,2,5.0
1443,Mamadou Sakho,Liverpool,fr FRA,4751,2.0,0,2.0
1444,Marc Cucurella,Brighton,es ESP,3089,1.0,1,6.0
1445,Marc Cucurella,Chelsea,es ESP,1671,0.0,2,4.0
1446,Marc Edworthy,Coventry City,eng ENG,4310,1.0,1,7.0
1447,Marc Edworthy,Crystal Palace,eng ENG,2938,0.0,1,8.0
1448,Marc Edworthy,Derby County,eng ENG,658,0.0,0,1.0
1449,Marc Edworthy,Norwich City,eng ENG,2345,0.0,0,2.0
1450,Marc Wilson,Portsmouth,ie IRL,2591,0.0,1,3.0
1451,Marc Wilson,Stoke City,ie IRL,11321,1.0,2,31.0
1452,Marc Wilson,West Brom,ie IRL,254,0.0,0,3.0
1453,Marcus Bent,Blackburn,eng ENG,246,0.0,1,2.0
1454,Marcus Bent,Charlton Ath,eng ENG,2460,3.0,2,0.0
1455,Marcus Bent,Crystal Palace,eng ENG,931,5.0,1,2.0
1456,Marcus Bent,Everton,eng ENG,3492,7.0,4,2.0
1457,Marcus Bent,Ipswich Town,eng ENG,1925,9.0,1,2.0
1458,Marcus Bent,Leicester City,eng ENG,2495,9.0,3,3.0
1459,Marcus Bent,Wigan Athletic,eng ENG,2330,7.0,2,1.0
1460,Marcus Bent,Wolves,eng ENG,14,0.0,0,0.0
1461,Marcus Gayle,Wimbledon,jm JAM,15237,33.0,20,7.0
1462,Marcus Stewart,Ipswich Town,eng ENG,4831,25.0,8,4.0
1463,Marcus Stewart,Sunderland,eng ENG,513,1.0,0,2.0
1464,Marcus Tavernier,Bournemouth,eng ENG,1743,5.0,4,1.0
1465,Mario Lemina,Fulham,ga GAB,1703,1.0,0,5.0
1466,Mario Lemina,Southampton,ga GAB,3333,2.0,2,7.0
1467,Mario Lemina,Wolves,ga GAB,1299,0.0,1,5.0
1468,Mark Brennan,Oldham Athletic,eng ENG,2128,3.0,5,2.0
1469,Mark Bright,Charlton Ath,eng ENG,123,1.0,0,0.0
1470,Mark Bright,Crystal Palace,eng ENG,450,1.0,0,0.0
1471,Mark Bright,Sheffield Weds,eng ENG,10145,48.0,13,11.0
1472,Mark Bunn,Aston Villa,eng ENG,900,0.0,0,2.0
1473,Mark Bunn,Blackburn,eng ENG,495,0.0,0,1.0
1474,Mark Bunn,Norwich City,eng ENG,1853,0.0,0,3.0
1475,Mark Crossley,Fulham,wls WAL,1647,0.0,1,0.0
1476,Mark Crossley,Middlesbrough,wls WAL,1817,0.0,0,1.0
1477,Mark Crossley,Nott'ham Forest,wls WAL,14580,0.0,2,2.0
1478,Mark Davies,Bolton,eng ENG,5058,5.0,5,13.0
1479,Mark Delaney,Aston Villa,wls WAL,12943,3.0,6,21.0
1480,Mark Draper,Aston Villa,eng ENG,9378,7.0,16,12.0
1481,Mark Draper,Leicester City,eng ENG,3289,5.0,2,5.0
1482,Mark Draper,Southampton,eng ENG,1667,1.0,1,1.0
1483,Mark Fish,Bolton,za RSA,1882,2.0,0,0.0
1484,Mark Fish,Charlton Ath,za RSA,8451,3.0,2,7.0
1485,Mark Hateley,Leeds United,eng ENG,478,0.0,1,0.0
1486,Mark Hateley,QPR,eng ENG,901,2.0,3,1.0
1487,Mark Hughes,Blackburn,wls WAL,660,1.0,0,3.0
1488,Mark Hughes,Chelsea,wls WAL,7854,25.0,14,29.0
1489,Mark Hughes,Everton,wls WAL,1211,1.0,1,3.0
1490,Mark Hughes,Manchester Utd,wls WAL,9545,35.0,15,19.0
1491,Mark Hughes,Southampton,wls WAL,4437,2.0,3,22.0
1492,Mark Kennedy,Liverpool,ie IRL,716,0.0,2,1.0
1493,Mark Kennedy,Manchester City,ie IRL,1481,0.0,4,2.0
1494,Mark Kennedy,Wimbledon,ie IRL,992,0.0,1,0.0
1495,Mark Kennedy,Wolves,ie IRL,2535,2.0,5,1.0
1496,Mark Kinsella,Aston Villa,ie IRL,1486,1.0,1,2.0
1497,Mark Kinsella,Charlton Ath,ie IRL,7004,5.0,4,9.0
1498,Mark Pembridge,Everton,wls WAL,7076,4.0,11,9.0
1499,Mark Pembridge,Fulham,wls WAL,3463,1.0,5,3.0
1500,Mark Pembridge,Sheffield Weds,wls WAL,7560,12.0,12,11.0
1501,Mark Robins,Leicester City,eng ENG,1812,6.0,3,0.0
1502,Mark Robins,Norwich City,eng ENG,4594,20.0,13,1.0
1503,Mark Schwarzer,Chelsea,au AUS,360,0.0,0,0.0
1504,Mark Schwarzer,Fulham,au AUS,15480,0.0,0,1.0
1505,Mark Schwarzer,Leicester City,au AUS,540,0.0,0,0.0
1506,Mark Schwarzer,Middlesbrough,au AUS,29802,0.0,1,8.0
1507,Mark Stein,Chelsea,eng ENG,4152,21.0,6,4.0
1508,Mark Viduka,Leeds United,au AUS,11098,59.0,17,20.0
1509,Mark Viduka,Middlesbrough,au AUS,4857,26.0,8,1.0
1510,Mark Viduka,Newcastle Utd,au AUS,2264,7.0,3,0.0
1511,Mark Wilson,Manchester Utd,eng ENG,82,0.0,0,0.0
1512,Mark Wilson,Middlesbrough,eng ENG,627,0.0,0,4.0
1513,Marlon Harewood,Aston Villa,eng ENG,586,5.0,0,2.0
1514,Marlon Harewood,Blackpool,eng ENG,661,5.0,1,1.0
1515,Marlon Harewood,Nott'ham Forest,eng ENG,1122,1.0,1,5.0
1516,Marlon Harewood,West Ham,eng ENG,4596,17.0,5,10.0
1517,Marlon King,Hull City,jm JAM,1629,5.0,2,2.0
1518,Marlon King,Middlesbrough,jm JAM,839,2.0,0,1.0
1519,Marlon King,Watford,jm JAM,1122,4.0,1,0.0
1520,Marlon King,Wigan Athletic,jm JAM,685,1.0,0,1.0
1521,Marouane Chamakh,Arsenal,ma MAR,2025,8.0,4,5.0
1522,Marouane Chamakh,Crystal Palace,ma MAR,3700,7.0,2,14.0
1523,Marouane Chamakh,West Ham,ma MAR,151,0.0,0,0.0
1524,Marouane Fellaini,Everton,be BEL,11715,25.0,14,37.0
1525,Marouane Fellaini,Manchester Utd,be BEL,7043,12.0,2,22.0
1526,Mart Poom,Arsenal,ee EST,90,0.0,0,0.0
1527,Mart Poom,Derby County,ee EST,11953,0.0,2,0.0
1528,Mart Poom,Sunderland,ee EST,360,0.0,0,0.0
1529,Martin Dúbravka,Newcastle Utd,sk SVK,11587,0.0,0,2.0
1530,Martin Kelly,Crystal Palace,eng ENG,9522,0.0,4,12.0
1531,Martin Kelly,Liverpool,eng ENG,2290,0.0,1,2.0
1532,Martin Keown,Arsenal,eng ENG,25390,4.0,7,65.0
1533,Martin Keown,Everton,eng ENG,1170,0.0,0,1.0
1534,Martin Olsson,Blackburn,se SWE,6794,2.0,3,13.0
1535,Martin Olsson,Norwich City,se SWE,4740,1.0,3,4.0
1536,Martin Olsson,Swansea City,se SWE,4401,2.0,1,9.0
1537,Martin Taylor,Birmingham City,eng ENG,3405,1.0,0,3.0
1538,Martin Taylor,Blackburn,eng ENG,4955,3.0,0,1.0
1539,Martin Taylor,Derby County,eng ENG,270,0.0,0,0.0
1540,Marvin Emnes,Middlesbrough,nl NED,392,0.0,0,0.0
1541,Marvin Emnes,Swansea City,nl NED,719,1.0,0,4.0
1542,Marvin Sordell,Bolton,eng ENG,43,0.0,0,0.0
1543,Marvin Sordell,Burnley,eng ENG,289,0.0,0,2.0
1544,Mathias Svensson,Charlton Ath,se SWE,2568,5.0,3,6.0
1545,Mathias Svensson,Norwich City,se SWE,929,4.0,3,2.0
1546,Mathieu Debuchy,Arsenal,fr FRA,962,1.0,0,2.0
1547,Mathieu Debuchy,Newcastle Utd,fr FRA,3658,1.0,3,13.0
1548,Matt Clarke,Bradford City,eng ENG,3404,0.0,0,3.0
1549,Matt Clarke,Sheffield Weds,eng ENG,254,0.0,0,2.0
1550,Matt Doherty,Tottenham,ie IRL,2782,3.0,6,5.0
1551,Matt Doherty,Wolves,ie IRL,6028,8.0,8,6.0
1552,Matt Holland,Charlton Ath,ie IRL,10284,11.0,4,2.0
1553,Matt Holland,Ipswich Town,ie IRL,6799,6.0,8,0.0
1554,Matt Jansen,Blackburn,eng ENG,4938,17.0,8,2.0
1555,Matt Jansen,Bolton,eng ENG,271,0.0,1,0.0
1556,Matt Jansen,Crystal Palace,eng ENG,546,3.0,0,0.0
1557,Matt Mills,Manchester City,eng ENG,65,0.0,0,0.0
1558,Matt Phillips,Blackpool,sct SCO,1050,1.0,4,0.0
1559,Matt Phillips,QPR,sct SCO,1821,3.0,8,1.0
1560,Matt Phillips,West Brom,sct SCO,6102,8.0,11,6.0
1561,Matt Piper,Leicester City,eng ENG,1320,1.0,1,0.0
1562,Matt Piper,Sunderland,eng ENG,783,0.0,0,1.0
1563,Matt Targett,Aston Villa,eng ENG,7126,2.0,5,13.0
1564,Matt Targett,Newcastle Utd,eng ENG,2050,0.0,0,2.0
1565,Matt Targett,Southampton,eng ENG,3018,1.0,4,3.0
1566,Matthew Etherington,Stoke City,eng ENG,10960,13.0,24,13.0
1567,Matthew Etherington,Tottenham,eng ENG,2020,1.0,5,2.0
1568,Matthew Etherington,West Ham,eng ENG,6815,7.0,7,6.0
1569,Matthew Kilgallon,Leeds United,eng ENG,636,2.0,0,0.0
1570,Matthew Kilgallon,Sheffield Utd,eng ENG,540,0.0,0,0.0
1571,Matthew Kilgallon,Sunderland,eng ENG,1915,0.0,0,1.0
1572,Matthew Lowton,Aston Villa,eng ENG,5685,2.0,6,16.0
1573,Matthew Lowton,Burnley,eng ENG,13647,2.0,9,28.0
1574,Matthew Taylor,Bolton,eng ENG,8704,23.0,9,10.0
1575,Matthew Taylor,Burnley,eng ENG,565,0.0,1,0.0
1576,Matthew Taylor,Portsmouth,eng ENG,9980,16.0,12,15.0
1577,Matthew Taylor,West Ham,eng ENG,2789,1.0,2,5.0
1578,Matty Cash,Aston Villa,pl POL,7569,4.0,6,21.0
1579,Matty Holmes,Blackburn,eng ENG,670,1.0,0,0.0
1580,Matty Holmes,West Ham,eng ENG,4789,4.0,11,4.0
1581,Maurice Edu,Stoke City,us USA,11,0.0,0,0.0
1582,Mauricio Taricco,Tottenham,ar ARG,10521,3.0,7,31.0
1583,Max Lowe,Sheffield Utd,eng ENG,550,0.0,0,1.0
1584,Maxwel Cornet,Burnley,ci CIV,1766,9.0,1,2.0
1585,Maxwel Cornet,West Ham,ci CIV,245,0.0,0,0.0
1586,Michael Bridges,Leeds United,eng ENG,3317,19.0,7,8.0
1587,Michael Bridges,Newcastle Utd,eng ENG,67,0.0,0,0.0
1588,Michael Bridges,Sunderland,eng ENG,1089,3.0,0,3.0
1589,Michael Brown,Fulham,eng ENG,3436,0.0,0,13.0
1590,Michael Brown,Manchester City,eng ENG,1474,0.0,0,6.0
1591,Michael Brown,Portsmouth,eng ENG,1925,2.0,4,6.0
1592,Michael Brown,Tottenham,eng ENG,3478,2.0,4,10.0
1593,Michael Brown,Wigan Athletic,eng ENG,4152,0.0,1,18.0
1594,Michael Carrick,Manchester Utd,eng ENG,23939,16.0,21,28.0
1595,Michael Carrick,Tottenham,eng ENG,5496,2.0,10,3.0
1596,Michael Carrick,West Ham,eng ENG,8596,5.0,9,10.0
1597,Michael Chopra,Newcastle Utd,eng ENG,747,1.0,1,0.0
