,player_name,squad,nation,minutes_played,goals,assists,cards
1979,Robert Earnshaw,Derby County,wls WAL,939,1.0,0,0.0
1980,Robert Earnshaw,West Brom,wls WAL,2127,12.0,1,0.0
1981,Robert Huth,Chelsea,de GER,2093,0.0,1,13.0
1982,Robert Huth,Leicester City,de GER,7254,6.0,1,19.0
1983,Robert Huth,Middlesbrough,de GER,3789,2.0,0,12.0
1984,Robert Huth,Stoke City,de GER,12908,13.0,4,28.0
1985,Robert Molenaar,Bradford City,nl NED,1793,1.0,0,4.0
1986,Robert Molenaar,Leeds United,nl NED,4106,5.0,2,14.0
1987,Robert Rosario,Coventry City,eng ENG,2484,4.0,6,6.0
1988,Robert Rosario,Nott'ham Forest,eng ENG,858,1.0,1,0.0
1989,Robert Snodgrass,Hull City,sct SCO,1749,7.0,2,2.0
1990,Robert Snodgrass,Norwich City,sct SCO,5618,12.0,8,14.0
1991,Robert Snodgrass,West Brom,sct SCO,526,0.0,0,2.0
1992,Robert Snodgrass,West Ham,sct SCO,4572,7.0,12,14.0
1993,Robin van Persie,Arsenal,nl NED,13292,96.0,39,38.0
1994,Robin van Persie,Manchester Utd,nl NED,6810,48.0,14,13.0
1995,Roger Johnson,Birmingham City,eng ENG,6795,2.0,2,13.0
1996,Roger Johnson,West Ham,eng ENG,274,0.0,0,1.0
1997,Roger Johnson,Wolves,eng ENG,2357,0.0,1,6.0
1998,Romelu Lukaku,Chelsea,be BEL,1796,8.0,1,1.0
1999,Romelu Lukaku,Everton,be BEL,11861,68.0,23,8.0
2000,Romelu Lukaku,Manchester Utd,be BEL,5003,28.0,7,8.0
2001,Romelu Lukaku,West Brom,be BEL,2005,17.0,4,3.0
2002,Ronny Rosenthal,Liverpool,il ISR,1515,6.0,1,0.0
2003,Ronny Rosenthal,Tottenham,il ISR,5411,4.0,7,8.0
2004,Roque Santa Cruz,Blackburn,py PAR,5211,23.0,7,3.0
2005,Roque Santa Cruz,Manchester City,py PAR,674,3.0,0,1.0
2006,Ross Barkley,Aston Villa,eng ENG,1531,3.0,1,0.0
2007,Ross Barkley,Chelsea,eng ENG,2698,5.0,9,1.0
2008,Ross Barkley,Everton,eng ENG,10642,21.0,18,17.0
2009,Roy Carroll,Derby County,nir NIR,1260,0.0,1,0.0
2010,Roy Carroll,Manchester Utd,nir NIR,4262,0.0,0,0.0
2011,Roy Carroll,West Ham,nir NIR,2790,0.0,0,3.0
2012,Roy Keane,Manchester Utd,ie IRL,27235,33.0,31,76.0
2013,Roy Keane,Nott'ham Forest,ie IRL,3539,6.0,2,7.0
2014,Rudy Gestede,Aston Villa,bj BEN,1669,5.0,2,2.0
2015,Rudy Gestede,Cardiff City,bj BEN,52,0.0,0,0.0
2016,Rudy Gestede,Middlesbrough,bj BEN,533,1.0,0,3.0
2017,Ruel Fox,Newcastle Utd,ms MSR,4921,12.0,15,0.0
2018,Ruel Fox,Norwich City,ms MSR,5092,11.0,15,0.0
2019,Ruel Fox,Tottenham,ms MSR,8420,13.0,14,8.0
2020,Ryan Mason,Hull City,eng ENG,927,1.0,1,4.0
2021,Ryan Mason,Tottenham,eng ENG,3117,2.0,4,13.0
2022,Ryan Sessegnon,Fulham,eng ENG,2300,2.0,6,0.0
2023,Ryan Sessegnon,Tottenham,eng ENG,2202,2.0,2,6.0
2024,Ryan Taylor,Newcastle Utd,eng ENG,4088,2.0,6,13.0
2025,Ryan Taylor,Wigan Athletic,eng ENG,3513,6.0,5,11.0
2026,Sadio Mané,Liverpool,sn SEN,15878,90.0,29,21.0
2027,Sadio Mané,Southampton,sn SEN,4729,21.0,9,12.0
2028,Saido Berahino,Stoke City,bi BDI,1214,0.0,1,0.0
2029,Saido Berahino,West Brom,bi BDI,6331,23.0,2,3.0
2030,Salomón Rondón,Everton,ve VEN,899,1.0,1,4.0
2031,Salomón Rondón,Newcastle Utd,ve VEN,2603,11.0,7,1.0
2032,Salomón Rondón,West Brom,ve VEN,8213,24.0,7,8.0
2033,Sam Byram,Norwich City,eng ENG,2320,0.0,0,7.0
2034,Sam Byram,West Ham,eng ENG,1785,0.0,1,12.0
2035,Sam Clucas,Hull City,eng ENG,3185,3.0,1,10.0
2036,Sam Clucas,Swansea City,eng ENG,2044,3.0,1,2.0
2037,Sam Ricketts,Bolton,wls WAL,5360,1.0,2,8.0
2038,Sam Ricketts,Hull City,wls WAL,2523,0.0,1,7.0
2039,Sam Sodje,Reading,ng NGA,169,0.0,0,4.0
2040,Samir Nasri,Arsenal,fr FRA,6750,18.0,7,10.0
2041,Samir Nasri,Manchester City,fr FRA,8570,18.0,30,17.0
2042,Samir Nasri,West Ham,fr FRA,245,0.0,2,0.0
2043,Sandro,QPR,br BRA,1209,1.0,0,6.0
2044,Sandro,Tottenham,br BRA,5090,3.0,2,20.0
2045,Sandro,West Brom,br BRA,382,0.0,0,0.0
2046,Saïd Benrahma,West Ham,dz ALG,5628,15.0,15,0.0
2047,Scott Carson,Aston Villa,eng ENG,3126,0.0,2,2.0
2048,Scott Carson,Charlton Ath,eng ENG,3240,0.0,0,1.0
2049,Scott Carson,Leeds United,eng ENG,182,0.0,0,0.0
2050,Scott Carson,Liverpool,eng ENG,360,0.0,0,0.0
2051,Scott Carson,Manchester City,eng ENG,90,0.0,0,0.0
2052,Scott Carson,West Brom,eng ENG,6030,0.0,0,4.0
2053,Scott Dann,Birmingham City,eng ENG,4500,2.0,3,8.0
2054,Scott Dann,Blackburn,eng ENG,2402,1.0,1,2.0
2055,Scott Dann,Crystal Palace,eng ENG,13841,13.0,7,25.0
2056,Scott Hiley,Manchester City,eng ENG,293,0.0,2,0.0
2057,Scott Hiley,Southampton,eng ENG,2641,0.0,0,2.0
2058,Scott Malone,Huddersfield,eng ENG,1119,0.0,1,3.0
2059,Scott Mean,West Ham,,85,0.0,0,0.0
2060,Scott Minto,Chelsea,eng ENG,4525,4.0,5,10.0
2061,Scott Minto,West Ham,eng ENG,4000,0.0,3,8.0
2062,Scott Oakes,Sheffield Weds,eng ENG,874,1.0,1,1.0
2063,Scott Parker,Charlton Ath,eng ENG,8482,8.0,8,32.0
2064,Scott Parker,Chelsea,eng ENG,731,1.0,0,3.0
2065,Scott Parker,Fulham,eng ENG,2313,2.0,1,7.0
2066,Scott Parker,Newcastle Utd,eng ENG,4723,4.0,2,20.0
2067,Scott Parker,Tottenham,eng ENG,3830,0.0,2,11.0
2068,Scott Parker,West Ham,eng ENG,9112,9.0,8,30.0
2069,Scott Sellars,Bolton,eng ENG,3832,5.0,8,9.0
2070,Scott Sellars,Leeds United,eng ENG,545,0.0,0,0.0
2071,Scott Sellars,Newcastle Utd,eng ENG,3969,3.0,12,2.0
2072,Scott Sinclair,Aston Villa,eng ENG,2058,3.0,0,0.0
2073,Scott Sinclair,Chelsea,eng ENG,99,0.0,0,0.0
2074,Scott Sinclair,Manchester City,eng ENG,203,0.0,0,0.0
2075,Scott Sinclair,Swansea City,eng ENG,3134,9.0,4,1.0
2076,Scott Sinclair,West Brom,eng ENG,301,0.0,0,0.0
2077,Scott Sinclair,Wigan Athletic,eng ENG,359,1.0,0,0.0
2078,Sean Davis,Bolton,eng ENG,233,0.0,0,5.0
2079,Sean Davis,Fulham,eng ENG,6625,8.0,4,12.0
2080,Sean Davis,Portsmouth,eng ENG,8081,3.0,9,22.0
2081,Sean Davis,Tottenham,eng ENG,1028,0.0,2,4.0
2082,Sean McCarthy,Oldham Athletic,wls WAL,1633,4.0,3,0.0
2083,Sebastián Coates,Liverpool,uy URU,723,1.0,0,1.0
2084,Sebastián Coates,Sunderland,uy URU,2052,0.0,3,5.0
2085,Semi Ajayi,West Brom,ng NGA,2780,2.0,0,4.0
2086,Seth Johnson,Derby County,eng ENG,6481,2.0,9,27.0
2087,Seth Johnson,Leeds United,eng ENG,3431,3.0,5,11.0
2088,Seyi Olofinjana,Hull City,ng NGA,1138,1.0,0,3.0
2089,Seyi Olofinjana,Stoke City,ng NGA,1230,2.0,0,3.0
2090,Shaka Hislop,Newcastle Utd,tt TRI,4719,0.0,1,0.0
2091,Shaka Hislop,Portsmouth,tt TRI,4230,0.0,0,1.0
2092,Shaka Hislop,West Ham,tt TRI,10566,0.0,0,3.0
2093,Shane Long,Hull City,ie IRL,1202,4.0,1,0.0
2094,Shane Long,Reading,ie IRL,1590,5.0,2,7.0
2095,Shane Long,Southampton,ie IRL,9744,28.0,15,16.0
2096,Shane Long,West Brom,ie IRL,5372,19.0,6,7.0
2097,Shaun Wright-Phillips,Chelsea,eng ENG,3932,4.0,12,2.0
2098,Shaun Wright-Phillips,Manchester City,eng ENG,13267,27.0,19,14.0
2099,Shaun Wright-Phillips,QPR,eng ENG,3585,1.0,4,3.0
2100,Shay Given,Aston Villa,ie IRL,3277,0.0,0,2.0
2101,Shay Given,Blackburn,ie IRL,180,0.0,0,0.0
2102,Shay Given,Manchester City,ie IRL,4482,0.0,0,2.0
2103,Shay Given,Newcastle Utd,ie IRL,31592,0.0,2,13.0
2104,Shay Given,Stoke City,ie IRL,675,0.0,0,2.0
2105,Simon Charlton,Bolton,eng ENG,7894,0.0,4,5.0
2106,Simon Charlton,Norwich City,eng ENG,1878,1.0,0,1.0
2107,Simon Charlton,Southampton,eng ENG,9040,2.0,3,7.0
2108,Simon Coleman,Bolton,eng ENG,1075,1.0,1,2.0
2109,Simon Coleman,Sheffield Weds,eng ENG,1043,1.0,1,0.0
2110,Simon Ireland,Blackburn,,10,0.0,0,0.0
2111,Simon Mignolet,Liverpool,be BEL,13935,0.0,0,5.0
2112,Simon Mignolet,Sunderland,be BEL,8061,0.0,0,2.0
2113,Simon Moore,Sheffield Utd,eng ENG,180,0.0,0,0.0
2114,Simon Osborn,Crystal Palace,eng ENG,2477,2.0,1,0.0
2115,Simon Osborn,QPR,eng ENG,559,1.0,1,0.0
2116,Simon Webster,West Ham,,124,0.0,0,0.0
2117,Spencer Prior,Derby County,eng ENG,4483,1.0,0,10.0
2118,Spencer Prior,Leicester City,eng ENG,5227,0.0,1,8.0
2119,Spencer Prior,Manchester City,eng ENG,1673,1.0,0,3.0
2120,Spencer Prior,Norwich City,eng ENG,2306,0.0,2,3.0
2121,Stan Collymore,Aston Villa,eng ENG,3245,7.0,7,12.0
2122,Stan Collymore,Bradford City,eng ENG,461,2.0,0,0.0
2123,Stan Collymore,Crystal Palace,eng ENG,14,0.0,0,0.0
2124,Stan Collymore,Leicester City,eng ENG,711,5.0,1,1.0
2125,Stan Collymore,Liverpool,eng ENG,4768,26.0,15,2.0
2126,Stan Collymore,Nott'ham Forest,eng ENG,3325,23.0,6,4.0
2127,Steed Malbranque,Fulham,fr FRA,14199,32.0,33,12.0
2128,Steed Malbranque,Sunderland,fr FRA,6894,1.0,16,11.0
2129,Steed Malbranque,Tottenham,fr FRA,4431,6.0,6,9.0
2130,Stephen Carr,Birmingham City,ie IRL,6481,0.0,2,14.0
2131,Stephen Carr,Newcastle Utd,ie IRL,6532,1.0,1,13.0
2132,Stephen Carr,Tottenham,ie IRL,19714,7.0,15,31.0
2133,Stephen Clemence,Birmingham City,eng ENG,6247,4.0,3,14.0
2134,Stephen Clemence,Tottenham,eng ENG,6282,2.0,9,12.0
2135,Stephen Dobbie,Crystal Palace,sct SCO,65,0.0,0,0.0
2136,Stephen Dobbie,Swansea City,sct SCO,262,0.0,0,0.0
2137,Stephen Hunt,Hull City,ie IRL,2316,6.0,4,4.0
2138,Stephen Hunt,Reading,ie IRL,5743,9.0,9,9.0
2139,Stephen Hunt,Wolves,ie IRL,2728,6.0,3,10.0
2140,Stephen Ireland,Aston Villa,ie IRL,2874,1.0,4,4.0
2141,Stephen Ireland,Manchester City,ie IRL,9644,16.0,18,10.0
2142,Stephen Ireland,Newcastle Utd,ie IRL,51,0.0,0,0.0
2143,Stephen Ireland,Stoke City,ie IRL,2697,2.0,6,9.0
2144,Stephen Kelly,Birmingham City,ie IRL,3420,0.0,0,3.0
2145,Stephen Kelly,Fulham,ie IRL,3452,0.0,0,1.0
2146,Stephen Kelly,Reading,ie IRL,1422,0.0,0,2.0
2147,Stephen Kelly,Stoke City,ie IRL,260,0.0,0,0.0
2148,Stephen Kelly,Tottenham,ie IRL,2795,2.0,0,1.0
2149,Stephen Ward,Burnley,ie IRL,6542,2.0,2,10.0
2150,Stephen Ward,Wolves,ie IRL,7390,4.0,3,8.0
2151,Stephen Warnock,Aston Villa,eng ENG,7353,2.0,7,17.0
2152,Stephen Warnock,Blackburn,eng ENG,7811,5.0,8,21.0
2153,Stephen Warnock,Liverpool,eng ENG,2171,1.0,1,3.0
2154,Stephen Wright,Liverpool,eng ENG,960,0.0,1,4.0
2155,Stephen Wright,Sunderland,eng ENG,2285,0.0,0,11.0
2156,Steve Bould,Arsenal,eng ENG,14810,2.0,6,39.0
2157,Steve Bould,Sunderland,eng ENG,1719,0.0,0,4.0
2158,Steve Finnan,Fulham,ie IRL,6300,0.0,2,9.0
2159,Steve Finnan,Liverpool,ie IRL,12057,1.0,12,13.0
2160,Steve Finnan,Portsmouth,ie IRL,1806,0.0,0,2.0
2161,Steve Froggatt,Aston Villa,eng ENG,2134,2.0,5,1.0
2162,Steve Froggatt,Coventry City,eng ENG,3940,2.0,8,8.0
2163,Steve Hodge,Leeds United,eng ENG,1259,3.0,1,3.0
2164,Steve Hodge,QPR,eng ENG,1253,0.0,1,4.0
2165,Steve Jones,Charlton Ath,eng ENG,1007,1.0,2,4.0
2166,Steve Jones,West Ham,eng ENG,1048,2.0,1,0.0
2167,Steve Kabba,Sheffield Utd,eng ENG,121,0.0,0,0.0
2168,Steve Kabba,Watford,eng ENG,619,0.0,2,0.0
2169,Steve Livingstone,Blackburn,eng ENG,106,0.0,0,0.0
2170,Steve Livingstone,Chelsea,eng ENG,36,0.0,0,0.0
2171,Steve Lomas,Manchester City,nir NIR,6104,5.0,7,10.0
2172,Steve Lomas,West Ham,nir NIR,13716,9.0,13,29.0
2173,Steve Redmond,Oldham Athletic,eng ENG,5538,1.0,3,9.0
2174,Steve Sedgley,Ipswich Town,eng ENG,2295,4.0,1,2.0
2175,Steve Sedgley,Tottenham,eng ENG,5573,8.0,3,3.0
2176,Steve Sidwell,Aston Villa,eng ENG,2361,3.0,1,6.0
2177,Steve Sidwell,Chelsea,eng ENG,518,0.0,1,1.0
2178,Steve Sidwell,Fulham,eng ENG,7365,14.0,6,21.0
2179,Steve Sidwell,Reading,eng ENG,3093,4.0,6,3.0
2180,Steve Sidwell,Stoke City,eng ENG,463,0.0,0,3.0
2181,Steve Stone,Aston Villa,eng ENG,6034,4.0,12,12.0
2182,Steve Stone,Nott'ham Forest,eng ENG,10289,16.0,16,19.0
2183,Steve Stone,Portsmouth,eng ENG,4412,5.0,6,6.0
2184,Steve Watson,Aston Villa,eng ENG,3317,0.0,4,7.0
2185,Steve Watson,Everton,eng ENG,9353,14.0,10,12.0
2186,Steve Watson,Newcastle Utd,eng ENG,12153,11.0,8,10.0
2187,Steve Watson,West Brom,eng ENG,2311,1.0,0,4.0
2188,Steven Caulker,Cardiff City,sl SLE,3420,5.0,0,1.0
2189,Steven Caulker,Liverpool,sl SLE,5,0.0,0,0.0
2190,Steven Caulker,QPR,sl SLE,3015,1.0,0,1.0
2191,Steven Caulker,Southampton,sl SLE,146,0.0,0,0.0
2192,Steven Caulker,Swansea City,sl SLE,2339,0.0,1,2.0
2193,Steven Caulker,Tottenham,sl SLE,1575,2.0,1,0.0
2194,Steven Davis,Aston Villa,nir NIR,6501,5.0,3,3.0
2195,Steven Davis,Fulham,nir NIR,1843,0.0,0,2.0
2196,Steven Davis,Southampton,nir NIR,14061,12.0,17,14.0
2197,Steven Fletcher,Burnley,sct SCO,2848,8.0,5,1.0
2198,Steven Fletcher,Sunderland,sct SCO,6398,23.0,3,8.0
2199,Steven Fletcher,Wolves,sct SCO,3740,22.0,4,3.0
2200,Steven Mouyokolo,Hull City,cg CGO,1674,1.0,0,1.0
2201,Steven Mouyokolo,Wolves,cg CGO,159,0.0,0,0.0
2202,Steven Naismith,Everton,sct SCO,5215,19.0,4,10.0
2203,Steven Naismith,Norwich City,sct SCO,872,1.0,1,2.0
2204,Steven Nzonzi,Blackburn,fr FRA,6949,5.0,5,18.0
2205,Steven Nzonzi,Stoke City,fr FRA,9523,6.0,3,18.0
2206,Steven Pienaar,Everton,za RSA,15066,20.0,31,41.0
2207,Steven Pienaar,Sunderland,za RSA,803,0.0,0,8.0
2208,Steven Pienaar,Tottenham,za RSA,508,0.0,1,1.0
2209,Steven Pressley,Coventry City,sct SCO,1558,1.0,0,6.0
2210,Stewart Downing,Aston Villa,eng ENG,5455,9.0,8,0.0
2211,Stewart Downing,Liverpool,eng ENG,4664,3.0,5,1.0
2212,Stewart Downing,Middlesbrough,eng ENG,16640,18.0,36,9.0
2213,Stewart Downing,West Ham,eng ENG,5819,7.0,10,3.0
2214,Stuart Ripley,Blackburn,eng ENG,14496,13.0,36,4.0
2215,Stuart Ripley,Southampton,eng ENG,3221,1.0,9,2.0
2216,Stéphane Henchoz,Blackburn,ch SUI,6763,0.0,1,17.0
2217,Stéphane Henchoz,Liverpool,ch SUI,11786,0.0,0,20.0
2218,Stéphane Henchoz,Wigan Athletic,ch SUI,2291,0.0,0,8.0
2219,Stéphane Sessègnon,Sunderland,bj BEN,7311,17.0,15,8.0
2220,Stéphane Sessègnon,West Brom,bj BEN,5465,8.0,6,6.0
2221,Sébastien Bassong,Newcastle Utd,cm CMR,2386,0.0,0,5.0
2222,Sébastien Bassong,Norwich City,cm CMR,8126,4.0,2,8.0
2223,Sébastien Bassong,Tottenham,cm CMR,3352,2.0,0,2.0
2224,Sébastien Bassong,Wolves,cm CMR,682,0.0,0,2.0
2225,Tal Ben Haim,Bolton,il ISR,7276,1.0,0,21.0
2226,Tal Ben Haim,Chelsea,il ISR,1018,0.0,0,2.0
2227,Tal Ben Haim,Manchester City,il ISR,765,0.0,0,2.0
2228,Tal Ben Haim,Portsmouth,il ISR,1915,0.0,0,4.0
2229,Tal Ben Haim,QPR,il ISR,197,0.0,0,0.0
2230,Tal Ben Haim,Sunderland,il ISR,436,0.0,0,0.0
2231,Tal Ben Haim,West Ham,il ISR,712,0.0,1,3.0
2232,Teddy Sheringham,Manchester Utd,eng ENG,6813,31.0,25,8.0
2233,Teddy Sheringham,Nott'ham Forest,eng ENG,243,1.0,0,0.0
2234,Teddy Sheringham,Portsmouth,eng ENG,2215,9.0,4,5.0
2235,Teddy Sheringham,Tottenham,eng ENG,20633,98.0,44,21.0
2236,Teddy Sheringham,West Ham,eng ENG,2071,8.0,3,8.0
2237,Teemu Tainio,Birmingham City,fi FIN,359,0.0,0,0.0
2238,Teemu Tainio,Sunderland,fi FIN,1427,0.0,0,4.0
2239,Teemu Tainio,Tottenham,fi FIN,3868,3.0,4,6.0
2240,Terence Kongolo,Fulham,nl NED,90,0.0,0,0.0
2241,Terence Kongolo,Huddersfield,nl NED,3765,1.0,1,4.0
2242,Theo Walcott,Arsenal,eng ENG,15658,65.0,43,6.0
2243,Theo Walcott,Everton,eng ENG,4571,10.0,8,4.0
2244,Theo Walcott,Southampton,eng ENG,3126,5.0,5,1.0
2245,Tim Flowers,Blackburn,eng ENG,15745,0.0,1,9.0
2246,Tim Flowers,Leicester City,eng ENG,4660,0.0,0,1.0
2247,Tim Flowers,Southampton,eng ENG,4860,0.0,1,1.0
2248,Tim Sherwood,Blackburn,eng ENG,20520,25.0,22,45.0
2249,Tim Sherwood,Portsmouth,eng ENG,668,0.0,1,6.0
2250,Tim Sherwood,Tottenham,eng ENG,7455,12.0,5,20.0
2251,Titi Camara,Liverpool,gn GUI,1977,9.0,1,6.0
2252,Titi Camara,West Ham,gn GUI,462,0.0,0,1.0
2253,Titus Bramble,Ipswich Town,eng ENG,3627,1.0,0,9.0
2254,Titus Bramble,Newcastle Utd,eng ENG,8814,3.0,2,23.0
2255,Titus Bramble,Sunderland,eng ENG,3837,1.0,0,9.0
2256,Titus Bramble,Wigan Athletic,eng ENG,8583,5.0,1,23.0
2257,Tom Carroll,Swansea City,eng ENG,4649,1.0,6,5.0
2258,Tom Carroll,Tottenham,eng ENG,597,1.0,1,3.0
2259,Tom Cleverley,Aston Villa,eng ENG,2507,3.0,0,6.0
2260,Tom Cleverley,Everton,eng ENG,2018,2.0,4,2.0
2261,Tom Cleverley,Manchester Utd,eng ENG,3562,3.0,3,5.0
2262,Tom Cleverley,Watford,eng ENG,6408,3.0,6,13.0
2263,Tom Cleverley,Wigan Athletic,eng ENG,1637,4.0,2,1.0
2264,Tom Heaton,Aston Villa,eng ENG,1794,0.0,0,0.0
2265,Tom Heaton,Burnley,eng ENG,8585,0.0,0,5.0
2266,Tom Huddlestone,Hull City,eng ENG,7711,3.0,4,21.0
2267,Tom Huddlestone,Tottenham,eng ENG,10037,8.0,20,24.0
2268,Tom Ince,Crystal Palace,eng ENG,411,1.0,1,0.0
2269,Tom Ince,Huddersfield,eng ENG,2452,2.0,0,0.0
2270,Tom Ince,Hull City,eng ENG,301,0.0,0,0.0
2271,Tom Soares,Crystal Palace,eng ENG,1554,0.0,2,4.0
2272,Tom Soares,Stoke City,eng ENG,409,0.0,0,0.0
2273,Tomasz Kuszczak,Manchester Utd,pl POL,2804,0.0,0,0.0
2274,Tomasz Kuszczak,West Brom,pl POL,2739,0.0,0,1.0
2275,Tomasz Radzinski,Everton,ca CAN,6979,26.0,10,3.0
2276,Tomasz Radzinski,Fulham,ca CAN,6730,10.0,11,7.0
2277,Tommy Johnson,Aston Villa,eng ENG,3664,13.0,4,7.0
2278,Tommy Johnson,Everton,eng ENG,65,0.0,0,1.0
2279,Tommy Smith,Huddersfield,eng ENG,3045,0.0,1,10.0
2280,Tommy Smith,Portsmouth,eng ENG,1021,1.0,1,0.0
2281,Tommy Smith,QPR,eng ENG,552,2.0,0,0.0
2282,Tommy Smith,Watford,eng ENG,3876,3.0,6,3.0
2283,Tommy Wright,Leicester City,eng ENG,5,0.0,0,0.0
2284,Tommy Wright,Manchester City,nir NIR,90,0.0,0,0.0
2285,Tommy Wright,Middlesbrough,sct SCO,3044,5.0,8,0.0
2286,Tommy Wright,Newcastle Utd,nir NIR,514,0.0,0,0.0
2287,Tommy Wright,Nott'ham Forest,nir NIR,90,0.0,0,0.0
2288,Tony Coton,Manchester City,eng ENG,8315,0.0,0,2.0
2289,Tony Coton,Sunderland,eng ENG,900,0.0,0,0.0
2290,Tore André Flo,Chelsea,no NOR,6222,34.0,10,4.0
2291,Tore André Flo,Sunderland,no NOR,1995,4.0,1,0.0
2292,Tosin Adarabioyo,Fulham,eng ENG,5038,1.0,0,5.0
2293,Trevor Sinclair,Manchester City,eng ENG,5880,5.0,5,11.0
2294,Trevor Sinclair,QPR,eng ENG,8729,10.0,15,9.0
2295,Trevor Sinclair,West Ham,eng ENG,15560,36.0,25,28.0
2296,Tyrone Mears,Bolton,jm JAM,90,0.0,0,0.0
2297,Tyrone Mears,Burnley,jm JAM,3420,0.0,4,7.0
2298,Tyrone Mears,Derby County,jm JAM,2010,1.0,1,2.0
2299,Tyrone Mears,West Ham,jm JAM,215,0.0,0,1.0
2300,Tyrone Mings,Aston Villa,eng ENG,12435,6.0,9,32.0
2301,Tyrone Mings,Bournemouth,eng ENG,861,0.0,0,1.0
2302,Ugo Ehiogu,Aston Villa,eng ENG,19709,12.0,7,35.0
2303,Ugo Ehiogu,Middlesbrough,eng ENG,10580,7.0,1,20.0
2304,Victor Anichebe,Everton,ng NGA,5718,18.0,9,15.0
2305,Victor Anichebe,Sunderland,ng NGA,1219,3.0,0,2.0
2306,Victor Anichebe,West Brom,ng NGA,2624,6.0,4,3.0
2307,Victor Moses,Chelsea,ng NGA,5746,7.0,6,7.0
2308,Victor Moses,Liverpool,ng NGA,652,1.0,0,1.0
2309,Victor Moses,Stoke City,ng NGA,1444,3.0,3,3.0
2310,Victor Moses,West Ham,ng NGA,979,1.0,2,0.0
2311,Victor Moses,Wigan Athletic,ng NGA,4559,8.0,7,5.0
2312,Victor Wanyama,Southampton,ke KEN,6517,4.0,2,26.0
2313,Victor Wanyama,Tottenham,ke KEN,4399,6.0,1,15.0
2314,Vinnie Jones,Chelsea,wls WAL,614,1.0,0,1.0
2315,Vinnie Jones,Wimbledon,wls WAL,14794,11.0,12,55.0
2316,Virgil van Dijk,Liverpool,nl NED,14329,16.0,5,10.0
2317,Virgil van Dijk,Southampton,nl NED,5907,4.0,0,8.0
2318,Vito Mannone,Arsenal,it ITA,1350,0.0,0,1.0
2319,Vito Mannone,Sunderland,it ITA,5988,0.0,0,2.0
2320,Warren Barton,Derby County,eng ENG,1260,0.0,1,2.0
2321,Warren Barton,Newcastle Utd,eng ENG,12753,4.0,11,29.0
2322,Warren Barton,Wimbledon,eng ENG,8768,6.0,11,12.0
2323,Wayne Bridge,Chelsea,eng ENG,6790,1.0,9,2.0
2324,Wayne Bridge,Fulham,eng ENG,1080,0.0,2,2.0
2325,Wayne Bridge,Manchester City,eng ENG,3398,0.0,0,2.0
2326,Wayne Bridge,Southampton,eng ENG,12750,2.0,8,7.0
2327,Wayne Bridge,Sunderland,eng ENG,320,0.0,0,1.0
2328,Wayne Bridge,West Ham,eng ENG,1348,0.0,2,0.0
2329,Wayne Hennessey,Burnley,wls WAL,180,0.0,0,0.0
2330,Wayne Hennessey,Crystal Palace,wls WAL,9802,0.0,0,3.0
2331,Wayne Hennessey,Nott'ham Forest,wls WAL,271,0.0,0,0.0
2332,Wayne Hennessey,Wolves,wls WAL,6390,0.0,1,1.0
2333,Wayne Quinn,Newcastle Utd,eng ENG,1272,0.0,1,0.0
2334,Wayne Rooney,Everton,eng ENG,6309,25.0,10,23.0
2335,Wayne Rooney,Manchester Utd,eng ENG,31690,183.0,92,83.0
2336,Wayne Routledge,Aston Villa,eng ENG,23,0.0,0,0.0
2337,Wayne Routledge,Crystal Palace,eng ENG,3140,0.0,9,1.0
2338,Wayne Routledge,Fulham,eng ENG,1412,0.0,1,1.0
2339,Wayne Routledge,Newcastle Utd,eng ENG,996,0.0,1,0.0
2340,Wayne Routledge,Portsmouth,eng ENG,443,0.0,3,0.0
2341,Wayne Routledge,Swansea City,eng ENG,13007,16.0,15,11.0
2342,Wayne Routledge,Tottenham,eng ENG,260,0.0,0,0.0
2343,Wes Brown,Manchester Utd,eng ENG,18309,3.0,8,34.0
2344,Wes Brown,Sunderland,eng ENG,6333,1.0,1,14.0
2345,Wesley Fofana,Chelsea,fr FRA,1183,1.0,0,3.0
2346,Wesley Fofana,Leicester City,fr FRA,3072,0.0,0,10.0
2347,Wilfried Bony,Manchester City,ci CIV,1528,6.0,4,2.0
2348,Wilfried Bony,Stoke City,ci CIV,684,2.0,0,1.0
2349,Wilfried Bony,Swansea City,ci CIV,4474,27.0,6,10.0
2350,Wilfried Zaha,Cardiff City,ci CIV,586,0.0,1,1.0
2351,Wilfried Zaha,Crystal Palace,ci CIV,24009,68.0,27,52.0
2352,Wilfried Zaha,Manchester Utd,ci CIV,30,0.0,0,0.0
2353,Will Buckley,Sunderland,eng ENG,876,0.0,2,2.0
2354,Will Hughes,Crystal Palace,eng ENG,1895,1.0,2,10.0
2355,Will Hughes,Watford,eng ENG,5660,5.0,8,14.0
2356,Will Keane,Hull City,ie IRL,280,0.0,0,0.0
2357,Will Keane,Manchester Utd,ie IRL,11,0.0,0,0.0
2358,Willie Falconer,Middlesbrough,sct SCO,1988,5.0,3,2.0
2359,Willie Falconer,Sheffield Utd,sct SCO,1864,4.0,1,1.0
2360,Willy Boly,Nott'ham Forest,ci CIV,685,0.0,1,2.0
2361,Willy Boly,Wolves,ci CIV,7925,5.0,2,10.0
2362,Wilson Palacios,Birmingham City,hn HON,339,0.0,0,2.0
2363,Wilson Palacios,Stoke City,hn HON,1375,0.0,0,6.0
