Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
164,Kevin Gallacher,sct SCO,"FW,MF",Blackburn,27,1966,1,1,64,0.7,1,0,1,1,0,0,0,0,1.41,0.00,1.41,1.41,1.41,Matches
165,Kevin Gallen,eng ENG,FW,QPR,18,1975,37,31,2723,30.3,10,10,20,10,0,0,2,0,0.33,0.33,0.66,0.33,0.66,Matches
166,Mike Galloway,sct SCO,DF,Leicester City,29,1965,5,4,387,4.3,0,3,3,0,0,,3,0,0.00,0.70,0.70,0.00,0.70,Matches
167,Maurizio Gaudino,de GER,MF,Manchester City,27,1966,20,17,1507,16.7,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,Matches
168,Marcus Gayle,jm JAM,"FW,MF",Wimbledon,23,1970,23,22,1784,19.8,1,1,2,1,0,0,0,0,0.05,0.05,0.10,0.05,0.10,Matches
169,Phil Gee,eng ENG,FW,Leicester City,29,1964,7,3,271,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Scot Gemmill,sct SCO,MF,Nott'ham Forest,23,1971,19,19,1528,17.0,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
171,Boncho Genchev,bg BUL,"FW,MF",Ipswich Town,30,1964,15,11,1053,11.7,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
172,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,20,1973,29,29,2411,26.8,1,11,12,1,0,0,3,0,0.04,0.41,0.45,0.04,0.45,Matches
173,Gary Gillespie,sct SCO,"DF,MF",Coventry City,34,1960,3,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
174,Keith Gillespie,nir NIR,"FW,MF",Manchester Utd,19,1975,9,3,375,4.2,1,0,1,,,,2,0,0.24,0.00,0.24,,,Matches
175,Keith Gillespie,nir NIR,"FW,MF",Newcastle Utd,19,1975,17,15,1409,15.7,2,3,5,,,,2,0,0.13,0.19,0.32,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Jon Goodman,ie IRL,FW,Wimbledon,23,1971,19,13,1092,12.1,4,0,4,4,0,,0,0,0.33,0.00,0.33,0.33,0.33,Matches
177,Dean Gordon,eng ENG,"DF,MF",Crystal Palace,21,1973,41,38,3508,39.0,2,1,3,1,1,2,4,0,0.05,0.03,0.08,0.03,0.05,Matches
178,Jeremy Goss,wls WAL,MF,Norwich City,29,1965,25,19,1799,20.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
179,Jonathan Gould,sct SCO,GK,Coventry City,26,1968,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
180,Tony Grant,eng ENG,MF,Everton,19,1974,5,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Simon Grayson,eng ENG,DF,Leicester City,24,1969,34,34,2905,32.3,0,1,1,0,0,0,6,1,0.00,0.03,0.03,0.00,0.03,Matches
182,David Gregory,,MF,Ipswich Town,24,1969,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
183,Neil Gregory,eng ENG,FW,Ipswich Town,21,1972,2,0,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
184,Carl Griffiths,wls WAL,FW,Manchester City,23,1971,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Bruce Grobbelaar,zw ZIM,GK,Southampton,36,1957,30,30,2695,29.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
186,Bryan Gunn,sct SCO,GK,Norwich City,30,1963,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Alf-Inge Håland,no NOR,"DF,MF",Nott'ham Forest,21,1972,20,18,1672,18.6,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches
188,Gareth Hall,wls WAL,DF,Chelsea,25,1969,6,4,440,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
189,Marcus Hall,eng ENG,DF,Coventry City,18,1976,5,2,220,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
190,Richard Hall,eng ENG,DF,Southampton,22,1972,38,37,3264,36.3,4,0,4,4,0,0,6,0,0.11,0.00,0.11,0.11,0.11,Matches
191,Mick Harford,eng ENG,FW,Wimbledon,35,1959,26,16,1721,19.1,6,5,11,6,0,0,8,0,0.31,0.26,0.58,0.31,0.58,Matches
192,Steve Harkness,eng ENG,DF,Liverpool,22,1971,8,8,720,8.0,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
193,John Hartson,wls WAL,FW,Arsenal,19,1975,15,14,1188,13.2,7,0,7,7,0,0,5,1,0.53,0.00,0.53,0.53,0.53,Matches
194,Micky Hazard,eng ENG,MF,Tottenham,34,1960,11,2,382,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Neil Heaney,eng ENG,MF,Southampton,22,1971,34,21,2064,22.9,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
196,Glenn Helder,nl NED,"FW,MF",Arsenal,25,1968,13,12,1032,11.5,0,2,2,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches
197,Colin Hendry,sct SCO,DF,Blackburn,28,1965,38,38,3392,37.7,4,0,4,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches
198,Emile Heskey,eng ENG,FW,Leicester City,16,1978,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Andy Hill,eng ENG,DF,Manchester City,29,1965,13,10,919,10.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
200,Colin Hill,nir NIR,DF,Leicester City,30,1963,24,24,2084,23.2,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Danny Hill,eng ENG,MF,Tottenham,19,1974,3,0,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
202,David Hillier,eng ENG,MF,Arsenal,24,1969,9,5,497,5.5,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
203,Andy Hinchcliffe,eng ENG,DF,Everton,25,1969,29,28,2451,27.2,2,11,13,2,0,0,2,0,0.07,0.40,0.48,0.07,0.48,Matches
204,David Hirst,eng ENG,FW,Sheffield Weds,26,1967,15,13,1108,12.3,3,1,4,3,0,0,2,0,0.24,0.08,0.32,0.24,0.32,Matches
205,Kevin Hitchcock,,GK,Chelsea,31,1962,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Glenn Hoddle,eng ENG,MF,Chelsea,36,1957,12,3,369,4.1,0,2,2,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,Matches
207,Steve Hodge,eng ENG,MF,QPR,31,1962,15,15,1253,13.9,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
208,Dean Holdsworth,eng ENG,FW,Wimbledon,25,1968,27,26,2270,25.2,7,4,11,5,2,3,5,0,0.28,0.16,0.44,0.20,0.36,Matches
209,Ian Holloway,eng ENG,MF,QPR,31,1963,31,28,2470,27.4,1,8,9,1,0,0,5,1,0.04,0.29,0.33,0.04,0.33,Matches
210,Matty Holmes,eng ENG,MF,West Ham,24,1969,24,24,2018,22.4,1,1,2,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches
211,Paul Holmes,eng ENG,DF,Everton,26,1968,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Mike Hooper,eng ENG,GK,Newcastle Utd,30,1964,6,4,423,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
213,David Hopkin,sct SCO,MF,Chelsea,23,1970,15,7,850,9.4,1,3,4,1,0,0,1,0,0.11,0.32,0.42,0.11,0.42,Matches
214,Barry Horne,wls WAL,MF,Everton,32,1962,31,31,2672,29.7,0,1,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches
215,Marc Hottiger,ch SUI,DF,Newcastle Utd,26,1967,38,38,3373,37.5,1,2,3,1,0,0,4,0,0.03,0.05,0.08,0.03,0.08,Matches
216,Ray Houghton,ie IRL,MF,Crystal Palace,32,1962,10,10,898,10.0,2,0,2,,,,1,0,0.20,0.00,0.20,,,Matches
217,Ray Houghton,ie IRL,MF,Aston Villa,32,1962,26,19,1792,19.9,1,2,3,,,,1,0,0.05,0.10,0.15,,,Matches
218,David Howells,eng ENG,MF,Tottenham,26,1967,26,26,2315,25.7,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
219,Steve Howey,eng ENG,DF,Newcastle Utd,22,1971,30,29,2671,29.7,2,1,3,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,Matches
220,David Hughes,eng ENG,MF,Southampton,21,1972,12,2,398,4.4,2,1,3,2,0,0,2,0,0.45,0.23,0.68,0.45,0.68,Matches
221,Mark Hughes,wls WAL,FW,Manchester Utd,30,1963,34,33,2807,31.2,8,6,14,8,0,0,7,1,0.26,0.19,0.45,0.26,0.45,Matches
222,Michael Hughes,nir NIR,MF,West Ham,22,1971,17,15,1279,14.2,2,2,4,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
223,Stephen Hughes,eng ENG,MF,Arsenal,17,1976,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
224,John Humphrey,eng ENG,DF,Crystal Palace,33,1961,21,19,1758,19.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Don Hutchison,sct SCO,MF,West Ham,23,1971,23,22,1872,20.8,9,4,13,9,0,0,5,1,0.43,0.19,0.62,0.43,0.62,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Graham Hyde,eng ENG,MF,Sheffield Weds,23,1970,35,33,2866,31.8,5,1,6,5,0,0,7,0,0.16,0.03,0.19,0.16,0.19,Matches
227,Andy Impey,eng ENG,"DF,MF",QPR,22,1971,40,40,3562,39.6,3,2,5,3,0,0,3,0,0.08,0.05,0.13,0.08,0.13,Matches
228,Paul Ince,eng ENG,MF,Manchester Utd,26,1967,36,36,3194,35.5,5,2,7,5,0,0,5,0,0.14,0.06,0.20,0.14,0.20,Matches
229,Stig Inge Bjørnebye,no NOR,DF,Liverpool,24,1969,31,31,2561,28.5,0,6,6,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches
230,Klas Ingesson,se SWE,MF,Sheffield Weds,25,1968,13,9,883,9.8,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
231,Denis Irwin,ie IRL,DF,Manchester Utd,28,1965,40,40,3600,40.0,2,4,6,2,0,0,2,0,0.05,0.10,0.15,0.05,0.15,Matches
232,Matt Jackson,eng ENG,DF,Everton,22,1971,29,26,2354,26.2,0,4,4,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
233,David James,eng ENG,GK,Liverpool,23,1970,42,42,3780,42.0,0,1,1,0,0,0,0,0,0.00,0.02,0.02,0.00,0.02,Matches
234,Leigh Jenkinson,eng ENG,MF,Coventry City,25,1969,11,10,749,8.3,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches
235,John Jensen,dk DEN,MF,Arsenal,29,1965,24,24,2021,22.5,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches
236,Julian Joachim,eng ENG,FW,Leicester City,19,1974,15,11,1020,11.3,3,2,5,3,0,0,0,0,0.26,0.18,0.44,0.26,0.44,Matches
237,Erland Johnsen,no NOR,"DF,MF",Chelsea,27,1967,33,33,2951,32.8,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches
238,Andy Johnson,wls WAL,MF,Norwich City,20,1974,7,6,513,5.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
239,Gavin Johnson,eng ENG,"DF,MF",Ipswich Town,23,1970,17,14,1334,14.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Tommy Johnson,eng ENG,FW,Aston Villa,23,1971,14,11,928,10.3,4,0,4,4,0,0,2,0,0.39,0.00,0.39,0.39,0.39,Matches
241,Cobi Jones,us USA,"FW,MF",Coventry City,24,1970,21,16,1502,16.7,2,1,3,2,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches
242,Lee Jones,wls WAL,FW,Liverpool,21,1973,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Rob Jones,eng ENG,DF,Liverpool,22,1971,31,31,2740,30.4,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
244,Ryan Jones,wls WAL,MF,Sheffield Weds,21,1973,5,3,357,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Steve Jones,eng ENG,FW,West Ham,24,1970,2,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
246,Vinnie Jones,wls WAL,MF,Wimbledon,29,1965,33,33,2849,31.7,2,1,3,2,0,0,7,2,0.06,0.03,0.09,0.06,0.09,Matches
247,Roger Joseph,eng ENG,DF,Wimbledon,28,1965,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Andrei Kanchelskis,ru RUS,"DF,MF",Manchester Utd,25,1969,30,25,2273,25.3,14,3,17,14,0,0,0,0,0.55,0.12,0.67,0.55,0.67,Matches
249,Roy Keane,ie IRL,MF,Manchester Utd,22,1971,25,23,2037,22.6,2,4,6,2,0,0,8,0,0.09,0.18,0.27,0.09,0.27,Matches
250,Jason Kearton,au AUS,GK,Everton,25,1969,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Gary Kelly,ie IRL,DF,Leeds United,20,1974,42,42,3696,41.1,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
252,Jeff Kenna,ie IRL,DF,Southampton,23,1970,28,28,2480,27.6,0,5,5,,,,1,0,0.00,0.18,0.18,,,Matches
253,Jeff Kenna,ie IRL,DF,Blackburn,23,1970,9,9,810,9.0,1,0,1,,,,1,0,0.11,0.00,0.11,,,Matches
254,Mark Kennedy,ie IRL,"DF,MF",Liverpool,18,1976,6,4,386,4.3,0,1,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches
255,Martin Keown,eng ENG,"DF,MF",Arsenal,28,1966,31,24,2356,26.2,1,0,1,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,Matches
256,Alan Kernaghan,ie IRL,DF,Manchester City,27,1967,22,18,1742,19.4,1,1,2,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,Matches
257,David Kerr,sct SCO,MF,Manchester City,19,1974,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,David Kerslake,eng ENG,DF,Tottenham,28,1966,18,16,1463,16.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
259,Dmitri Kharine,ru RUS,GK,Chelsea,25,1968,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
260,Alan Kimble,eng ENG,DF,Wimbledon,27,1966,26,26,2057,22.9,0,3,3,0,0,0,3,1,0.00,0.13,0.13,0.00,0.13,Matches
261,Phil King,eng ENG,DF,Aston Villa,26,1967,16,13,1202,13.4,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
262,Paul Kitson,eng ENG,FW,Newcastle Utd,23,1971,26,24,2012,22.4,8,2,10,8,0,0,0,0,0.36,0.09,0.45,0.36,0.45,Matches
263,Chris Kiwomya,eng ENG,FW,Arsenal,24,1969,14,5,558,6.2,3,0,3,3,0,0,1,0,0.48,0.00,0.48,0.48,0.48,Matches
264,Chris Kiwomya,eng ENG,FW,Ipswich Town,24,1969,15,13,1166,13.0,3,3,6,3,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches
265,Jakob Kjeldbjerg,dk DEN,DF,Chelsea,24,1969,23,23,2008,22.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches
266,Jürgen Klinsmann,de GER,FW,Tottenham,30,1964,41,41,3625,40.3,20,10,30,19,1,2,6,0,0.50,0.25,0.74,0.47,0.72,Matches
267,Nii Lamptey,gh GHA,"FW,MF",Aston Villa,19,1974,6,1,220,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Brian Launders,ie IRL,MF,Crystal Palace,18,1976,2,0,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
269,Jamie Lawrence,jm JAM,MF,Leicester City,24,1970,17,9,1080,12.0,1,3,4,1,0,0,0,0,0.08,0.25,0.33,0.08,0.33,Matches
270,Graeme Le Saux,eng ENG,DF,Blackburn,25,1968,39,39,3510,39.0,3,5,8,3,0,0,8,0,0.08,0.13,0.21,0.08,0.21,Matches
271,Matt Le Tissier,eng ENG,"FW,MF",Southampton,25,1968,41,41,3626,40.3,19,15,34,16,3,3,6,0,0.47,0.37,0.84,0.40,0.77,Matches
272,David Lee,eng ENG,DF,Chelsea,24,1969,14,9,863,9.6,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches
273,Jason Lee,eng ENG,FW,Nott'ham Forest,23,1971,21,5,700,7.8,3,2,5,3,0,0,3,0,0.39,0.26,0.64,0.39,0.64,Matches
274,Rob Lee,eng ENG,MF,Newcastle Utd,28,1966,35,35,2979,33.1,9,5,14,8,1,1,4,1,0.27,0.15,0.42,0.24,0.39,Matches
275,Øyvind Leonhardsen,no NOR,MF,Wimbledon,23,1970,20,18,1564,17.4,4,2,6,4,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Neil Lewis,,DF,Leicester City,20,1974,16,14,1166,13.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
277,Anders Limpar,se SWE,MF,Everton,28,1965,27,19,1696,18.8,2,5,7,2,0,0,5,0,0.11,0.27,0.37,0.11,0.37,Matches
278,Andy Linighan,eng ENG,DF,Arsenal,32,1962,20,13,1274,14.2,2,0,2,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
279,David Linighan,eng ENG,DF,Ipswich Town,29,1965,32,31,2693,29.9,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
280,Steve Lomas,nir NIR,MF,Manchester City,20,1974,20,18,1670,18.6,2,0,2,2,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches
281,David Lowe,eng ENG,MF,Leicester City,28,1965,29,19,1837,20.4,8,3,11,8,0,0,3,1,0.39,0.15,0.54,0.39,0.54,Matches
282,John Lukic,eng ENG,GK,Leeds United,33,1960,42,42,3780,42.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Des Lyttle,eng ENG,DF,Nott'ham Forest,22,1971,38,38,3412,37.9,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
284,Gary Mabbutt,eng ENG,"DF,MF",Tottenham,32,1961,36,33,2998,33.3,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches
285,Neil Maddison,eng ENG,"DF,MF",Southampton,24,1969,35,35,2955,32.8,3,4,7,3,0,0,2,0,0.09,0.12,0.21,0.09,0.21,Matches
286,Danny Maddix,jm JAM,DF,QPR,26,1967,27,21,2022,22.5,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
287,Jim Magilton,nir NIR,"DF,MF",Southampton,25,1969,42,42,3755,41.7,6,4,10,6,0,0,3,0,0.14,0.10,0.24,0.14,0.24,Matches
288,Mike Marsh,eng ENG,"FW,MF",West Ham,25,1969,16,13,1325,14.7,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
289,Mike Marsh,eng ENG,"FW,MF",Coventry City,25,1969,15,15,1243,13.8,2,1,3,2,0,0,2,0,0.14,0.07,0.22,0.14,0.22,Matches
290,Andy Marshall,eng ENG,GK,Norwich City,19,1975,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Ian Marshall,eng ENG,"DF,FW",Ipswich Town,28,1966,18,14,1223,13.6,3,0,3,3,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches
292,Alvin Martin,eng ENG,DF,West Ham,36,1958,24,24,2034,22.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
293,Nigel Martyn,eng ENG,GK,Crystal Palace,27,1966,37,37,3326,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Phil Masinga,za RSA,FW,Leeds United,25,1969,21,15,1329,14.8,5,0,5,5,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
295,Craig Maskell,eng ENG,FW,Southampton,26,1968,6,2,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Paul Mason,eng ENG,MF,Ipswich Town,30,1963,21,19,1674,18.6,3,5,8,3,0,,2,0,0.16,0.27,0.43,0.16,0.43,Matches
297,Alex Mathie,sct SCO,FW,Newcastle Utd,25,1968,9,3,314,3.5,1,0,1,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches
298,Alex Mathie,sct SCO,FW,Ipswich Town,25,1968,22,22,1175,13.1,3,0,3,3,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
299,Dominic Matteo,sct SCO,"DF,MF",Liverpool,20,1974,7,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Damian Matthew,eng ENG,MF,Crystal Palace,23,1970,4,2,202,2.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,David May,eng ENG,DF,Manchester Utd,24,1970,19,15,1327,14.7,2,0,2,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
302,Gary McAllister,sct SCO,MF,Leeds United,29,1964,41,41,3690,41.0,6,8,14,3,3,4,1,0,0.15,0.20,0.34,0.07,0.27,Matches
303,Alan McCarthy,eng ENG,DF,QPR,22,1972,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Brian McClair,sct SCO,"FW,MF",Manchester Utd,30,1963,40,35,3220,35.8,5,2,7,4,1,1,1,0,0.14,0.06,0.20,0.11,0.17,Matches
305,Alan McDonald,nir NIR,DF,QPR,30,1963,39,39,3484,38.7,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,Matches
306,Paul McDonald,sct SCO,DF,Southampton,26,1968,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
307,Eddie McGoldrick,ie IRL,"DF,FW",Arsenal,29,1965,11,9,834,9.3,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
308,Gavin McGowan,eng ENG,"DF,MF",Arsenal,18,1976,1,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
309,Paul McGrath,ie IRL,DF,Aston Villa,34,1959,40,36,3289,36.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Paul McGregor,eng ENG,FW,Nott'ham Forest,19,1974,11,0,146,1.6,1,0,1,1,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches
311,Gerry McMahon,nir NIR,MF,Tottenham,20,1973,2,2,170,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Sam McMahon,eng ENG,MF,Leicester City,18,1976,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Steve McMahon,eng ENG,"DF,FW",Manchester City,32,1961,7,6,561,6.2,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
314,Steve McManaman,eng ENG,MF,Liverpool,22,1972,40,40,3581,39.8,7,8,15,7,0,0,5,0,0.18,0.20,0.38,0.18,0.38,Matches
315,Michael Meaker,wls WAL,MF,QPR,22,1971,8,7,621,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Gary Megson,eng ENG,MF,Norwich City,35,1959,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Paul Merson,eng ENG,"FW,MF",Arsenal,26,1968,24,24,2101,23.3,4,7,11,4,0,0,3,0,0.17,0.30,0.47,0.17,0.47,Matches
318,Adie Mike,eng ENG,FW,Manchester City,20,1973,3,0,97,1.1,0,1,1,0,0,0,0,0,0.00,0.93,0.93,0.00,0.93,Matches
319,Luděk Mikloško,cz CZE,GK,West Ham,32,1961,42,42,3780,42.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Mike Milligan,ie IRL,MF,Norwich City,27,1967,26,25,2140,23.8,2,1,3,2,0,0,8,0,0.08,0.04,0.13,0.08,0.13,Matches
321,Gary Mills,eng ENG,"DF,MF",Leicester City,32,1961,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
322,Simon Milton,eng ENG,MF,Ipswich Town,30,1963,25,19,1774,19.7,2,1,3,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches
323,Bobby Mimms,eng ENG,GK,Blackburn,30,1963,4,3,359,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Scott Minto,eng ENG,DF,Chelsea,22,1971,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
325,Nicky Mohan,eng ENG,DF,Leicester City,23,1970,23,23,2038,22.6,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches
