Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
162,Trond Egil Soltvedt,no NOR,MF,Coventry City,31,1967,27,21,1863,20.7,2,2,4,2,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches
163,Ugo Ehiogu,eng ENG,DF,Aston Villa,25,1972,25,23,2065,22.9,2,2,4,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,Matches
164,Efan Ekoku,ng NGA,FW,Wimbledon,31,1967,22,11,1090,12.1,7,0,7,7,0,0,1,0,0.58,0.00,0.58,0.58,0.58,Matches
165,Matt Elliott,sct SCO,DF,Leicester City,29,1968,37,37,3306,36.7,3,2,5,2,1,2,7,0,0.08,0.05,0.14,0.05,0.11,Matches
166,Steve Elliott,eng ENG,DF,Derby County,19,1978,11,7,778,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Stefano Eranio,it ITA,MF,Derby County,31,1966,25,18,1556,17.3,0,1,1,0,0,1,4,0,0.00,0.06,0.06,0.00,0.06,Matches
168,Jason Euell,jm JAM,"FW,MF",Wimbledon,21,1977,33,31,2675,29.7,10,1,11,10,0,0,4,0,0.34,0.03,0.37,0.34,0.37,Matches
169,Adam Farley,,DF,Everton,18,1980,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Gareth Farrelly,ie IRL,MF,Everton,22,1975,1,0,13,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Peter Fear,eng ENG,MF,Wimbledon,24,1973,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Graham Fenton,eng ENG,MF,Leicester City,24,1974,9,3,260,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Les Ferdinand,eng ENG,FW,Tottenham,31,1966,24,22,1765,19.6,5,1,6,5,0,0,5,0,0.25,0.05,0.31,0.25,0.31,Matches
174,Rio Ferdinand,eng ENG,DF,West Ham,19,1978,31,31,2703,30.0,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
175,Duncan Ferguson,sct SCO,FW,Newcastle Utd,26,1971,7,7,518,5.8,2,0,2,,,,0,0,0.35,0.00,0.35,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Duncan Ferguson,sct SCO,FW,Everton,26,1971,13,13,1168,13.0,4,0,4,,,,3,0,0.31,0.00,0.31,,,Matches
177,Albert Ferrer,es ESP,DF,Chelsea,28,1970,30,30,2679,29.8,0,2,2,0,0,0,9,0,0.00,0.07,0.07,0.00,0.07,Matches
178,Jean-Michel Ferri,fr FRA,"DF,MF",Liverpool,28,1969,2,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
179,Gianluca Festa,it ITA,DF,Middlesbrough,29,1969,25,25,2181,24.2,2,1,3,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,Matches
180,Alan Fettis,nir NIR,GK,Blackburn,27,1971,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
181,John Filan,au AUS,GK,Blackburn,28,1970,26,26,2295,25.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Curtis Fleming,ie IRL,DF,Middlesbrough,29,1968,14,12,1156,12.8,1,2,3,1,0,0,2,0,0.08,0.16,0.23,0.08,0.23,Matches
183,Garry Flitcroft,eng ENG,MF,Blackburn,25,1972,8,8,720,8.0,2,3,5,2,0,0,3,0,0.25,0.37,0.62,0.25,0.62,Matches
184,Tim Flowers,eng ENG,GK,Blackburn,31,1967,11,10,945,10.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Jimmy Floyd Hasselbaink,nl NED,FW,Leeds United,26,1972,36,36,3129,34.8,18,13,31,17,1,1,9,0,0.52,0.37,0.89,0.49,0.86,Matches
186,Marc-Vivien Foé,cm CMR,MF,West Ham,23,1975,13,13,1151,12.8,0,1,1,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,Matches
187,Craig Forrest,ca CAN,GK,West Ham,30,1967,2,1,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Mikael Forssell,fi FIN,FW,Chelsea,17,1981,10,4,349,3.9,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches
189,Robbie Fowler,eng ENG,FW,Liverpool,23,1975,25,23,2010,22.3,14,5,19,10,4,4,4,0,0.63,0.22,0.85,0.45,0.67,Matches
190,Ruel Fox,ms MSR,MF,Tottenham,30,1968,20,17,1512,16.8,3,0,3,3,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
191,Dougie Freedman,sct SCO,FW,Nott'ham Forest,24,1974,31,20,1815,20.2,9,2,11,9,0,0,1,0,0.45,0.10,0.55,0.45,0.55,Matches
192,Steffen Freund,de GER,MF,Tottenham,28,1970,17,17,1481,16.5,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches
193,Brad Friedel,us USA,GK,Liverpool,27,1971,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
194,Steve Froggatt,eng ENG,MF,Coventry City,25,1973,23,23,2070,23.0,1,6,7,1,0,0,3,0,0.04,0.26,0.30,0.04,0.30,Matches
195,Kevin Gallacher,sct SCO,"FW,MF",Blackburn,31,1966,16,13,1045,11.6,5,1,6,5,0,1,0,0,0.43,0.09,0.52,0.43,0.52,Matches
196,Rémi Garde,fr FRA,"DF,MF",Arsenal,32,1966,10,6,513,5.7,0,2,2,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35,Matches
197,Paul Gascoigne,eng ENG,MF,Middlesbrough,31,1967,26,25,1990,22.1,3,2,5,3,0,0,12,0,0.14,0.09,0.23,0.14,0.23,Matches
198,Jason Gavin,ie IRL,DF,Middlesbrough,18,1980,2,2,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Marcus Gayle,jm JAM,"FW,MF",Wimbledon,27,1970,35,31,2767,30.7,10,5,15,10,0,0,1,0,0.33,0.16,0.49,0.33,0.49,Matches
200,Scot Gemmill,sct SCO,MF,Everton,27,1971,7,7,612,6.8,1,0,1,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Scot Gemmill,sct SCO,MF,Nott'ham Forest,27,1971,20,18,1575,17.5,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
202,Georgios Georgiadis,gr GRE,"DF,MF",Newcastle Utd,26,1972,10,7,589,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Steven Gerrard,eng ENG,MF,Liverpool,18,1980,12,4,404,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
204,Kevin Gibbens,eng ENG,"FW,MF",Southampton,18,1979,4,2,195,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,24,1973,24,20,1722,19.1,3,2,5,3,0,0,1,0,0.16,0.10,0.26,0.16,0.26,Matches
206,Keith Gillespie,nir NIR,"FW,MF",Newcastle Utd,23,1975,7,5,470,5.2,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches
207,Keith Gillespie,nir NIR,"FW,MF",Blackburn,23,1975,16,13,1224,13.6,1,2,3,1,0,0,4,1,0.07,0.15,0.22,0.07,0.22,Matches
208,David Ginola,fr FRA,"FW,MF",Tottenham,31,1967,30,30,2474,27.5,3,10,13,3,0,0,9,0,0.11,0.36,0.47,0.11,0.47,Matches
209,Stefano Gioacchini,it ITA,FW,Coventry City,21,1976,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Shay Given,ie IRL,GK,Newcastle Utd,22,1976,31,31,2745,30.5,0,2,2,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches
211,Stephen Glass,sct SCO,MF,Newcastle Utd,22,1976,22,18,1585,17.6,3,2,5,3,0,0,0,0,0.17,0.11,0.28,0.17,0.28,Matches
212,Ed de Goey,nl NED,GK,Chelsea,31,1966,35,35,3105,34.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
213,Bjarne Goldbæk,dk DEN,MF,Chelsea,29,1968,23,13,1233,13.7,5,2,7,5,0,0,2,0,0.36,0.15,0.51,0.36,0.51,Matches
214,Jon Goodman,ie IRL,FW,Wimbledon,27,1971,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
215,Dean Gordon,eng ENG,"DF,MF",Middlesbrough,25,1973,38,38,3420,38.0,3,4,7,3,0,0,3,0,0.08,0.11,0.18,0.08,0.18,Matches
216,Richard Gough,sct SCO,DF,Nott'ham Forest,36,1962,7,7,588,6.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
217,Tony Grant,eng ENG,MF,Everton,23,1974,16,13,1059,11.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Danny Granville,eng ENG,DF,Leeds United,23,1975,9,7,631,7.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
219,Andy Gray,sct SCO,FW,Nott'ham Forest,20,1977,8,3,342,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Simon Grayson,eng ENG,DF,Aston Villa,28,1969,15,4,531,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
221,Jonathan Greening,eng ENG,MF,Manchester Utd,19,1979,3,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Andy Griffin,eng ENG,DF,Newcastle Utd,19,1979,14,14,1171,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Gilles Grimandi,fr FRA,DF,Arsenal,27,1970,8,3,356,4.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
224,David Grondin,fr FRA,"DF,MF",Arsenal,18,1980,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Stéphane Guivarc'h,fr FRA,FW,Newcastle Utd,27,1970,4,2,230,2.6,1,0,1,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Ole Gunnar Solskjær,no NOR,FW,Manchester Utd,25,1973,19,9,859,9.5,12,1,13,12,0,0,0,0,1.26,0.10,1.36,1.26,1.36,Matches
227,Arnar Gunnlaugsson,is ISL,"FW,MF",Leicester City,25,1973,9,5,403,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
228,Steve Guppy,eng ENG,MF,Leicester City,29,1969,38,38,3420,38.0,4,11,15,4,0,0,4,0,0.11,0.29,0.39,0.11,0.39,Matches
229,Alf-Inge Håland,no NOR,"DF,MF",Leeds United,25,1972,29,24,2256,25.1,1,1,2,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,Matches
230,Marcus Hall,eng ENG,DF,Coventry City,22,1976,5,2,291,3.2,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches
231,Paul Hall,jm JAM,FW,Coventry City,26,1972,9,2,256,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Gunnar Halle,no NOR,DF,Leeds United,32,1965,17,14,1289,14.3,2,0,2,2,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches
233,Dietmar Hamann,de GER,MF,Newcastle Utd,24,1973,23,22,1780,19.8,4,1,5,4,0,0,7,1,0.20,0.05,0.25,0.20,0.25,Matches
234,Marlon Harewood,eng ENG,FW,Nott'ham Forest,18,1979,23,11,1122,12.5,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
235,John Harkes,us USA,MF,Nott'ham Forest,31,1967,3,3,247,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
236,Steve Harkness,eng ENG,DF,Liverpool,26,1971,6,4,233,2.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
237,Kevin Harper,sct SCO,FW,Derby County,22,1976,27,6,861,9.6,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches
238,Steve Harper,eng ENG,GK,Newcastle Utd,23,1975,8,7,675,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
239,Craig Harrison,eng ENG,DF,Middlesbrough,20,1977,4,3,271,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Ian Harte,ie IRL,DF,Leeds United,20,1977,35,34,3034,33.7,4,7,11,3,1,2,7,0,0.12,0.21,0.33,0.09,0.30,Matches
241,John Hartson,wls WAL,FW,Wimbledon,23,1975,14,12,1001,11.1,2,1,3,,,,2,0,0.18,0.09,0.27,,,Matches
242,John Hartson,wls WAL,FW,West Ham,23,1975,17,16,1444,16.0,4,2,6,,,,3,0,0.25,0.12,0.37,,,Matches
243,Steve Haslam,eng ENG,DF,Sheffield Weds,18,1979,2,2,114,1.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
244,Simon Haworth,wls WAL,FW,Coventry City,21,1977,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Magnus Hedman,se SWE,GK,Coventry City,25,1973,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
246,Vegard Heggem,no NOR,"DF,MF",Liverpool,23,1975,29,27,2316,25.7,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,Matches
247,Stéphane Henchoz,ch SUI,DF,Blackburn,23,1974,34,34,2885,32.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Lee Hendrie,eng ENG,MF,Aston Villa,21,1977,32,31,2796,31.1,3,6,9,2,1,1,8,0,0.10,0.19,0.29,0.06,0.26,Matches
249,Emile Heskey,eng ENG,FW,Leicester City,20,1978,30,29,2589,28.8,6,3,9,6,0,0,3,0,0.21,0.10,0.31,0.21,0.31,Matches
250,Martin Hiden,at AUT,DF,Leeds United,25,1973,14,14,1195,13.3,0,2,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Scott Hiley,eng ENG,DF,Southampton,29,1968,29,27,2371,26.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Andy Hinchcliffe,eng ENG,DF,Sheffield Weds,29,1969,32,32,2797,31.1,3,4,7,3,0,0,4,1,0.10,0.13,0.23,0.10,0.23,Matches
253,David Hirst,eng ENG,FW,Southampton,30,1967,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Shaka Hislop,tt TRI,GK,West Ham,29,1969,37,37,3300,36.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
255,Kevin Hitchcock,,GK,Chelsea,35,1962,3,2,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
256,Glyn Hodges,wls WAL,MF,Nott'ham Forest,35,1963,5,3,289,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Lee Hodges,eng ENG,MF,West Ham,20,1978,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Gavin Holligan,eng ENG,FW,West Ham,18,1980,1,0,11,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
259,Pierre van Hooijdonk,nl NED,FW,Nott'ham Forest,28,1969,21,19,1743,19.4,6,4,10,6,0,0,5,1,0.31,0.21,0.52,0.31,0.52,Matches
260,David Hopkin,sct SCO,MF,Leeds United,27,1970,34,32,2834,31.5,4,4,8,4,0,0,6,0,0.13,0.13,0.25,0.13,0.25,Matches
261,Russell Hoult,eng ENG,GK,Derby County,25,1972,23,23,2049,22.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
262,David Howells,eng ENG,MF,Southampton,30,1967,9,8,639,7.1,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
263,Steve Howey,eng ENG,DF,Newcastle Utd,26,1971,14,14,1190,13.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
264,Darren Huckerby,eng ENG,"FW,MF",Coventry City,22,1976,34,31,2736,30.4,9,4,13,9,0,0,7,0,0.30,0.13,0.43,0.30,0.43,Matches
265,Aaron Hughes,nir NIR,DF,Newcastle Utd,18,1979,14,12,1105,12.3,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
266,Ceri Hughes,wls WAL,MF,Wimbledon,27,1971,13,8,808,9.0,1,1,2,1,0,0,5,0,0.11,0.11,0.22,0.11,0.22,Matches
267,David Hughes,eng ENG,MF,Southampton,25,1972,9,6,571,6.3,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Mark Hughes,wls WAL,FW,Southampton,34,1963,32,32,2777,30.9,1,1,2,1,0,0,14,0,0.03,0.03,0.06,0.03,0.06,Matches
269,Michael Hughes,nir NIR,MF,Wimbledon,26,1971,30,28,2393,26.6,2,6,8,1,1,1,7,0,0.08,0.23,0.30,0.04,0.26,Matches
270,Stephen Hughes,eng ENG,MF,Arsenal,21,1976,14,4,631,7.0,1,2,3,1,0,0,2,0,0.14,0.29,0.43,0.14,0.43,Matches
271,Ritchie Humphreys,eng ENG,"DF,FW",Sheffield Weds,20,1977,19,10,934,10.4,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
272,Andy Hunt,eng ENG,FW,Charlton Ath,28,1970,34,32,2633,29.3,6,1,7,6,0,0,3,0,0.21,0.03,0.24,0.21,0.24,Matches
273,Jonathan Hunt,eng ENG,MF,Derby County,26,1971,6,0,71,0.8,1,0,1,1,0,0,0,0,1.27,0.00,1.27,1.27,1.27,Matches
274,Don Hutchison,sct SCO,MF,Everton,27,1971,33,29,2553,28.4,3,7,10,3,0,0,9,1,0.11,0.25,0.35,0.11,0.35,Matches
275,Graham Hyde,eng ENG,MF,Sheffield Weds,27,1970,1,0,19,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Saša Ilić,SCG,GK,Charlton Ath,26,1972,23,23,1978,22.0,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
277,Andy Impey,eng ENG,"DF,MF",West Ham,26,1971,8,6,572,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Andy Impey,eng ENG,"DF,MF",Leicester City,26,1971,18,17,1498,16.6,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches
279,Paul Ince,eng ENG,MF,Liverpool,30,1967,34,34,2999,33.3,6,4,10,6,0,0,9,0,0.18,0.12,0.30,0.18,0.30,Matches
280,Stig Inge Bjørnebye,no NOR,DF,Liverpool,28,1969,23,20,1858,20.6,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
281,Denis Irwin,ie IRL,DF,Manchester Utd,32,1965,29,26,2285,25.4,2,2,4,0,2,3,4,1,0.08,0.08,0.16,0.00,0.08,Matches
282,Steffen Iversen,no NOR,FW,Tottenham,21,1976,27,22,1994,22.2,9,2,11,9,0,0,2,0,0.41,0.09,0.50,0.41,0.50,Matches
283,Muzzy Izzet,tr TUR,MF,Leicester City,23,1974,31,31,2686,29.8,5,2,7,5,0,0,2,0,0.17,0.07,0.23,0.17,0.23,Matches
284,Darren Jackson,sct SCO,FW,Coventry City,32,1966,3,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
285,David James,eng ENG,GK,Liverpool,27,1970,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
286,Matt Jansen,eng ENG,FW,Blackburn,20,1977,11,10,674,7.5,3,1,4,3,0,0,0,0,0.40,0.13,0.53,0.40,0.53,Matches
287,Francis Jeffers,eng ENG,FW,Everton,17,1981,15,11,968,10.8,7,5,12,7,0,0,0,0,0.65,0.46,1.12,0.65,1.12,Matches
288,Phil Jevons,eng ENG,FW,Everton,18,1979,1,0,53,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
289,Julian Joachim,eng ENG,FW,Aston Villa,23,1974,36,29,2689,29.9,14,4,18,13,1,1,1,0,0.47,0.13,0.60,0.44,0.57,Matches
290,Ronny Johnsen,no NOR,DF,Manchester Utd,29,1969,22,19,1763,19.6,3,0,3,3,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches
291,Andy Johnson,wls WAL,MF,Nott'ham Forest,24,1974,28,25,2229,24.8,0,2,2,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches
292,Damien Johnson,nir NIR,MF,Blackburn,19,1978,21,14,1371,15.2,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
293,Keith Jones,eng ENG,MF,Charlton Ath,32,1965,22,13,1254,13.9,1,0,1,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches
294,Matt Jones,wls WAL,MF,Leeds United,17,1980,8,3,402,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
295,Paul Jones,wls WAL,GK,Southampton,31,1967,31,31,2764,30.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
296,Steve Jones,eng ENG,FW,Charlton Ath,28,1970,26,7,1007,11.2,1,2,3,1,0,0,3,1,0.09,0.18,0.27,0.09,0.27,Matches
297,Wim Jonk,nl NED,MF,Sheffield Weds,31,1966,38,38,3345,37.2,2,5,7,2,0,0,3,0,0.05,0.13,0.19,0.05,0.19,Matches
298,Duncan Jupp,sct SCO,DF,Wimbledon,23,1975,6,3,279,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Hassan Kachloul,ma MAR,MF,Southampton,25,1973,22,18,1643,18.3,6,0,6,6,0,0,5,0,0.33,0.00,0.33,0.33,0.33,Matches
300,Pontus Kåmark,se SWE,DF,Leicester City,29,1969,19,15,1419,15.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Nwankwo Kanu,ng NGA,FW,Arsenal,21,1976,12,5,546,6.1,6,2,8,6,0,0,0,0,0.99,0.33,1.32,0.99,1.32,Matches
302,Roy Keane,ie IRL,MF,Manchester Utd,26,1971,35,33,2876,32.0,2,0,2,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
303,Kasey Keller,us USA,GK,Leicester City,28,1969,36,36,3167,35.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Marc Keller,fr FRA,"FW,MF",West Ham,30,1968,21,17,1491,16.6,5,1,6,5,0,0,3,0,0.30,0.06,0.36,0.30,0.36,Matches
305,Jeff Kenna,ie IRL,DF,Blackburn,27,1970,23,22,2004,22.3,0,1,1,0,0,1,1,0,0.00,0.04,0.04,0.00,0.04,Matches
306,Mark Kennedy,ie IRL,"DF,MF",Wimbledon,22,1976,17,7,670,7.4,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches
307,Martin Keown,eng ENG,"DF,MF",Arsenal,32,1966,34,34,2965,32.9,1,1,2,1,0,0,7,2,0.03,0.03,0.06,0.03,0.06,Matches
308,Temur Ketsbaia,ge GEO,MF,Newcastle Utd,30,1968,26,14,1325,14.7,5,3,8,5,0,0,2,0,0.34,0.20,0.54,0.34,0.54,Matches
309,Harry Kewell,au AUS,"FW,MF",Leeds United,19,1978,38,36,3200,35.6,6,9,15,6,0,0,3,0,0.17,0.25,0.42,0.17,0.42,Matches
310,Dmitri Kharine,ru RUS,GK,Chelsea,29,1968,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
311,Alan Kimble,eng ENG,DF,Wimbledon,31,1966,26,22,2015,22.4,0,3,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
312,Vladimír Kinder,sk SVK,DF,Middlesbrough,29,1969,5,0,144,1.6,2,0,2,2,0,0,1,0,1.25,0.00,1.25,1.25,1.25,Matches
313,Ledley King,eng ENG,"DF,MF",Tottenham,17,1980,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
314,Mark Kinsella,ie IRL,MF,Charlton Ath,25,1972,38,38,3239,36.0,3,2,5,3,0,0,4,0,0.08,0.06,0.14,0.08,0.14,Matches
315,Paul Kitson,eng ENG,FW,West Ham,27,1971,17,13,1199,13.3,3,2,5,3,0,0,2,0,0.23,0.15,0.38,0.23,0.38,Matches
316,Paul Konchesky,eng ENG,"DF,FW",Charlton Ath,17,1981,2,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Muhamed Konjić,ba BIH,DF,Coventry City,28,1970,4,3,286,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Willem Korsten,nl NED,MF,Leeds United,23,1975,7,4,392,4.4,2,0,2,2,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches
319,Rob Kozluk,eng ENG,DF,Derby County,20,1977,7,3,280,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Bernard Lambourde,fr FRA,DF,Chelsea,27,1971,17,12,1155,12.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
321,Frank Lampard,eng ENG,MF,West Ham,20,1978,38,38,3420,38.0,5,3,8,4,1,1,3,0,0.13,0.08,0.21,0.11,0.18,Matches
322,Brian Laudrup,dk DEN,"FW,MF",Chelsea,29,1969,7,7,630,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
323,Brian Launders,ie IRL,MF,Derby County,22,1976,1,0,13,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches
