player_name,nation,squad,minutes_played,goals,assists,cards
Jordan Henderson,eng ENG,Liverpool,0.37719298245614036,2,3,1
Wayne Hennessey,wls WAL,Crystal Palace,0.7631578947368421,0,0,1
Ander Herrera,es ESP,Manchester Utd,0.447953216374269,3,2,4
Robert Huth,de GER,Leicester City,0.9210526315789473,3,0,8
Alan Hutton,sct SCO,Aston Villa,0.6815789473684211,0,1,8
Jordon Ibe,eng ENG,Liverpool,0.34444444444444444,1,2,0
Kelechi Iheanacho,ng NGA,Manchester City,0.2239766081871345,8,1,1
Danny Ings,eng ENG,Liverpool,0.09941520467836257,2,0,1
Stephen Ireland,ie IRL,Stoke City,0.07105263157894737,0,1,2
Daryl Janmaat,nl NED,Newcastle Utd,0.8046783625730994,2,4,7
Carl Jenkinson,eng ENG,West Ham,0.3593567251461988,2,0,4
Cameron Jerome,eng ENG,Norwich City,0.5195906432748538,3,2,2
Adam Johnson,eng ENG,Sunderland,0.33567251461988307,2,5,3
Glen Johnson,eng ENG,Stoke City,0.6385964912280702,0,3,1
Phil Jones,eng ENG,Manchester Utd,0.15497076023391812,0,0,0
Joselu,es ESP,Stoke City,0.32076023391812863,4,1,0
Younès Kaboul,fr FRA,Sunderland,0.5874269005847953,0,1,5
N'Golo Kanté,fr FRA,Leicester City,0.8836257309941521,1,4,3
Will Keane,ie IRL,Manchester Utd,0.0014619883040935672,0,0,0
Martin Kelly,eng ENG,Crystal Palace,0.30526315789473685,0,0,3
Cheikhou Kouyaté,sn SEN,West Ham,0.8792397660818714,5,2,6
Adam Lallana,eng ENG,Liverpool,0.6160818713450292,4,6,2
Rickie Lambert,eng ENG,West Brom,0.1827485380116959,1,1,2
Jamaal Lascelles,eng ENG,Newcastle Utd,0.3368421052631579,2,0,2
Aaron Lennon,eng ENG,Everton,0.4497076023391813,5,0,1
Joleon Lescott,eng ENG,West Brom,0.05263157894736842,0,0,0
Joleon Lescott,eng ENG,Aston Villa,0.7687134502923977,1,0,2
Jesse Lingard,eng ENG,Manchester Utd,0.47719298245614034,4,1,4
Shane Long,ie IRL,Southampton,0.617251461988304,10,4,2
Dejan Lovren,hr CRO,Liverpool,0.5543859649122806,0,0,2
Romelu Lukaku,be BEL,Everton,0.9266081871345029,18,6,3
Riyad Mahrez,dz ALG,Leicester City,0.8871345029239766,17,11,1
Sadio Mané,sn SEN,Southampton,0.7593567251461988,11,6,7
Vito Mannone,it ITA,Sunderland,0.5,0,0,2
Adrian Mariappa,jm JAM,Crystal Palace,0.07456140350877193,0,0,0
Ryan Mason,eng ENG,Tottenham,0.23538011695906433,1,0,3
Juan Mata,es ESP,Manchester Utd,0.8447368421052631,6,5,6
Nemanja Matić,rs SRB,Chelsea,0.706140350877193,2,2,6
James McArthur,sct SCO,Crystal Palace,0.6388888888888888,2,2,5
Alex McCarthy,eng ENG,Crystal Palace,0.18421052631578946,0,0,0
James McCarthy,ie IRL,Everton,0.710233918128655,2,2,7
James McClean,ie IRL,West Brom,0.7055555555555556,2,2,8
Callum McManaman,eng ENG,West Brom,0.08216374269005848,0,1,2
Paddy McNair,nir NIR,Manchester Utd,0.09181286549707603,0,0,0
Simon Mignolet,be BEL,Liverpool,0.8947368421052632,0,0,2
James Milner,eng ENG,Liverpool,0.7043859649122807,5,11,11
Tyrone Mings,eng ENG,Bournemouth,0.003216374269005848,0,0,0
Aleksandar Mitrović,rs SRB,Newcastle Utd,0.6192982456140351,9,4,6
Victor Moses,ng NGA,West Ham,0.2862573099415205,1,2,0
Glenn Murray,eng ENG,Crystal Palace,0.03684210526315789,0,0,0
Glenn Murray,eng ENG,Bournemouth,0.1976608187134503,3,0,2
Jordon Mutch,eng ENG,Crystal Palace,0.2347953216374269,0,0,0
Boaz Myhill,wls WAL,West Brom,0.6052631578947368,0,0,2
Charles N'Zogbia,fr FRA,Aston Villa,0.012573099415204679,0,0,0
Steven Naismith,sct SCO,Norwich City,0.2549707602339181,1,1,2
Steven Naismith,sct SCO,Everton,0.1324561403508772,3,1,1
Samir Nasri,fr FRA,Manchester City,0.158187134502924,2,2,3
Kyle Naughton,eng ENG,Swansea City,0.5172514619883041,0,3,3
Kevin Nolan,eng ENG,West Ham,0.016666666666666666,0,0,0
Allan Nyom,cm CMR,Watford,0.7219298245614035,0,1,8
Gary O'Neil,eng ENG,Norwich City,0.5134502923976608,0,0,8
John O'Shea,ie IRL,Sunderland,0.5874269005847953,0,0,2
Gabriel Obertan,fr FRA,Newcastle Utd,0.08157894736842106,0,1,1
Peter Odemwingie,ng NGA,Stoke City,0.030994152046783626,0,0,0
Martin Olsson,se SWE,Norwich City,0.5190058479532164,1,2,2
Bryan Oviedo,cr CRC,Everton,0.2912280701754386,0,1,0
Alex Oxlade-Chamberlain,eng ENG,Arsenal,0.27076023391812865,1,0,0
Andreas Pereira,br BRA,Manchester Utd,0.02456140350877193,0,0,2
Ayoze Pérez,es ESP,Newcastle Utd,0.5988304093567252,6,2,4
Steven Pienaar,za RSA,Everton,0.03567251461988304,0,0,0
Erik Pieters,nl NED,Stoke City,0.9049707602339181,0,1,10
Alex Pritchard,eng ENG,Tottenham,0.0017543859649122807,0,0,0
Alex Pritchard,eng ENG,West Brom,0.018421052631578946,0,0,0
Jason Puncheon,eng ENG,Crystal Palace,0.7646198830409356,2,3,3
Aaron Ramsey,wls WAL,Arsenal,0.7669590643274854,5,4,4
Darren Randolph,ie IRL,West Ham,0.15789473684210525,0,0,0
Nathan Redmond,eng ENG,Norwich City,0.6845029239766082,6,3,0
Harrison Reed,eng ENG,Southampton,0.003216374269005848,0,0,0
Loïc Rémy,fr FRA,Chelsea,0.08508771929824561,1,0,0
Kieran Richardson,eng ENG,Aston Villa,0.21140350877192982,0,1,4
Patrick Roberts,eng ENG,Manchester City,0.0014619883040935672,0,0,0
Jack Rodwell,eng ENG,Sunderland,0.341812865497076,1,0,5
Salomón Rondón,ve VEN,West Brom,0.7470760233918129,9,2,2
Wayne Rooney,eng ENG,Manchester Utd,0.7035087719298245,8,6,4
Danny Rose,eng ENG,Tottenham,0.6225146198830409,1,3,7
Wayne Routledge,eng ENG,Swansea City,0.4888888888888889,2,1,3
Mamadou Sakho,fr FRA,Liverpool,0.5421052631578948,1,0,1
Alexis Sánchez,cl CHI,Arsenal,0.712280701754386,13,4,1
Sandro,br BRA,West Brom,0.11169590643274854,0,0,0
Jeffrey Schlupp,gh GHA,Leicester City,0.40555555555555556,1,2,4
Morgan Schneiderlin,fr FRA,Manchester Utd,0.6447368421052632,1,0,3
Stéphane Sessègnon,bj BEN,West Brom,0.512280701754386,2,2,1
Xherdan Shaqiri,ch SUI,Stoke City,0.5883040935672514,3,6,3
Luke Shaw,eng ENG,Manchester Utd,0.13157894736842105,0,1,1
Jonjo Shelvey,eng ENG,Newcastle Utd,0.30701754385964913,0,3,3
Jonjo Shelvey,eng ENG,Swansea City,0.35555555555555557,1,2,5
Steve Sidwell,eng ENG,Stoke City,0.003801169590643275,0,0,0
Danny Simpson,eng ENG,Leicester City,0.7631578947368421,0,0,5
Scott Sinclair,eng ENG,Aston Villa,0.46637426900584794,2,0,0
Moussa Sissoko,fr FRA,Newcastle Utd,0.9406432748538012,1,7,3
Chris Smalling,eng ENG,Manchester Utd,0.9210526315789473,0,1,8
Brad Smith,au AUS,Liverpool,0.08362573099415205,0,0,3
Raheem Sterling,eng ENG,Manchester City,0.5614035087719298,6,2,1
John Stones,eng ENG,Everton,0.8125730994152047,0,0,3
Daniel Sturridge,eng ENG,Liverpool,0.28596491228070176,8,1,0
Andrew Surman,eng ENG,Bournemouth,1.0,0,3,4
Matt Targett,eng ENG,Southampton,0.31198830409356726,0,1,1
James Tomkins,eng ENG,West Ham,0.5733918128654971,0,0,3
Lee Tomlin,eng ENG,Bournemouth,0.0847953216374269,0,0,1
Kolo Touré,ci CIV,Liverpool,0.25087719298245614,1,0,1
Andros Townsend,eng ENG,Tottenham,0.0195906432748538,0,0,0
Andros Townsend,eng ENG,Newcastle Utd,0.31783625730994153,4,2,0
Adama Traoré,es ESP,Aston Villa,0.056432748538011696,0,1,1
Kieran Trippier,eng ENG,Tottenham,0.13421052631578947,1,1,1
Leonardo Ulloa,ar ARG,Leicester City,0.28771929824561404,6,1,0
Antonio Valencia,ec ECU,Manchester Utd,0.2505847953216374,0,3,1
Virgil van Dijk,nl NED,Southampton,0.8947368421052632,3,0,2
Michel Vorm,nl NED,Tottenham,0.02631578947368421,0,0,0
Theo Walcott,eng ENG,Arsenal,0.4014619883040936,5,2,0
Kyle Walker,eng ENG,Tottenham,0.8599415204678362,1,3,7
Jonathan Walters,ie IRL,Stoke City,0.5052631578947369,5,3,1
Victor Wanyama,ke KEN,Southampton,0.7304093567251462,1,1,9
Danny Ward,wls WAL,Liverpool,0.05263157894736842,0,0,0
Ben Watson,eng ENG,Watford,0.8233918128654971,2,0,5
Danny Welbeck,eng ENG,Arsenal,0.16812865497076024,4,2,1
Ashley Westwood,eng ENG,Aston Villa,0.7944444444444444,2,2,6
Connor Wickham,eng ENG,Crystal Palace,0.38596491228070173,5,3,1
Georginio Wijnaldum,nl NED,Newcastle Utd,0.9248538011695906,11,5,1
Jack Wilshere,eng ENG,Arsenal,0.04152046783625731,0,0,0
Callum Wilson,eng ENG,Bournemouth,0.22543859649122808,5,0,0
Marc Wilson,ie IRL,Stoke City,0.07631578947368421,0,0,0
Kevin Wimmer,at AUT,Tottenham,0.23742690058479532,0,0,2
Andre Wisdom,eng ENG,Norwich City,0.2409356725146199,0,0,1
Ashley Young,eng ENG,Manchester Utd,0.31140350877192985,1,2,5
Wilfried Zaha,ci CIV,Crystal Palace,0.7274853801169591,2,1,5
Kurt Zouma,fr FRA,Chelsea,0.5608187134502924,1,1,0
