player_name,nation,squad,minutes_played,goals,assists,cards
Patrick van Aanholt,nl NED,Crystal Palace,0.20877192982456141,2,0,1
Patrick van Aanholt,nl NED,Sunderland,0.5216374269005848,3,1,2
Charlie Adam,sct SCO,Stoke City,0.4435672514619883,1,3,7
Benik Afobe,cd COD,Bournemouth,0.42719298245614035,6,3,1
Nathan Aké,nl NED,Bournemouth,0.2149122807017544,3,0,0
Nathan Aké,nl NED,Chelsea,0.02894736842105263,0,0,1
Joe Allen,wls WAL,Stoke City,0.8567251461988304,6,2,9
Victor Anichebe,ng NGA,Sunderland,0.3564327485380117,3,0,2
Michail Antonio,jm JAM,West Ham,0.7116959064327485,9,3,7
Daniel Ayala,es ESP,Middlesbrough,0.26842105263157895,1,0,3
André Ayew,gh GHA,West Ham,0.42046783625730993,6,3,1
Jordan Ayew,gh GHA,Swansea City,0.25321637426900584,1,2,1
Patrick Bamford,eng ENG,Middlesbrough,0.08391812865497077,1,0,1
Patrick Bamford,eng ENG,Burnley,0.011403508771929825,0,0,0
Phil Bardsley,sct SCO,Stoke City,0.34152046783625734,0,0,7
Ross Barkley,eng ENG,Everton,0.8476608187134503,5,8,5
Gareth Barry,eng ENG,Everton,0.6163742690058479,2,1,10
Joey Barton,eng ENG,Burnley,0.3230994152046784,1,0,4
Michy Batshuayi,be BEL,Chelsea,0.07426900584795322,5,1,0
Christian Benteke,be BEL,Crystal Palace,0.9154970760233918,15,2,10
Saido Berahino,bi BDI,Stoke City,0.21052631578947367,0,0,0
Saido Berahino,bi BDI,West Brom,0.07105263157894737,0,0,1
Wilfried Bony,ci CIV,Stoke City,0.2,2,0,1
Fabio Borini,it ITA,Sunderland,0.5090643274853801,2,0,5
Jarrod Bowen,eng ENG,Hull City,0.05292397660818714,0,0,0
George Boyd,sct SCO,Burnley,0.8292397660818713,2,1,3
Robbie Brady,ie IRL,Burnley,0.21023391812865497,1,2,1
Jack Butland,eng ENG,Stoke City,0.13157894736842105,0,0,0
Sam Byram,eng ENG,West Ham,0.3652046783625731,0,1,8
Gary Cahill,eng ENG,Chelsea,0.9637426900584796,6,0,5
Fraizer Campbell,eng ENG,Crystal Palace,0.04824561403508772,1,0,0
Étienne Capoue,fr FRA,Watford,0.9365497076023391,7,1,5
Michael Carrick,eng ENG,Manchester Utd,0.4678362573099415,0,0,2
Andy Carroll,eng ENG,West Ham,0.38333333333333336,7,1,3
Tom Carroll,eng ENG,Tottenham,0.00029239766081871346,0,0,0
Tom Carroll,eng ENG,Swansea City,0.40555555555555556,1,2,1
Lee Cattermole,eng ENG,Sunderland,0.1850877192982456,0,0,4
Nacer Chadli,be BEL,West Brom,0.6239766081871345,5,4,2
Nathaniel Chalobah,eng ENG,Chelsea,0.04883040935672515,0,0,2
Calum Chambers,eng ENG,Arsenal,0.02631578947368421,1,0,0
Calum Chambers,eng ENG,Middlesbrough,0.631578947368421,1,1,4
Ben Chilwell,eng ENG,Leicester City,0.2043859649122807,1,0,2
Tom Cleverley,eng ENG,Watford,0.4213450292397661,0,2,3
Tom Cleverley,eng ENG,Everton,0.11871345029239766,0,0,1
Gaël Clichy,fr FRA,Manchester City,0.6207602339181286,1,0,2
Sam Clucas,eng ENG,Hull City,0.9312865497076024,3,1,10
Nathaniel Clyne,eng ENG,Liverpool,0.9716374269005847,0,2,0
James Collins,wls WAL,West Ham,0.48391812865497075,2,0,3
Lewis Cook,eng ENG,Bournemouth,0.12631578947368421,0,1,1
Jack Cork,eng ENG,Swansea City,0.6526315789473685,0,0,7
Aaron Cresswell,eng ENG,West Ham,0.6187134502923977,0,2,5
Peter Crouch,eng ENG,Stoke City,0.39269005847953214,7,2,3
Scott Dann,eng ENG,Crystal Palace,0.525438596491228,3,1,2
Ben Davies,wls WAL,Tottenham,0.5084795321637426,1,3,1
Curtis Davies,eng ENG,Hull City,0.6242690058479532,0,2,4
Steven Davis,nir NIR,Southampton,0.7728070175438596,0,3,3
Craig Dawson,eng ENG,West Brom,0.9578947368421052,4,0,10
Michael Dawson,eng ENG,Hull City,0.5035087719298246,3,0,4
Mathieu Debuchy,fr FRA,Arsenal,0.0043859649122807015,0,0,0
Jermain Defoe,eng ENG,Sunderland,0.9710526315789474,15,2,1
Fabian Delph,eng ENG,Manchester City,0.06549707602339182,1,0,1
Mousa Dembélé,be BEL,Tottenham,0.6011695906432749,1,1,5
Papy Djilobodji,sn SEN,Sunderland,0.4614035087719298,0,0,7
Stewart Downing,eng ENG,Middlesbrough,0.6473684210526316,1,3,1
Danny Drinkwater,eng ENG,Leicester City,0.7210526315789474,1,2,6
Ahmed Elmohamady,eg EGY,Hull City,0.7380116959064328,0,2,4
Jonny Evans,nir NIR,West Brom,0.7710526315789473,2,2,8
Fábio,br BRA,Middlesbrough,0.5400584795321638,0,0,8
Marouane Fellaini,be BEL,Manchester Utd,0.4692982456140351,1,0,10
Leroy Fer,nl NED,Swansea City,0.7029239766081872,6,2,9
Federico Fernández,ar ARG,Swansea City,0.7105263157894737,0,2,7
José Fonte,pt POR,Southampton,0.4473684210526316,0,0,2
José Fonte,pt POR,West Ham,0.4105263157894737,0,0,2
Ben Foster,eng ENG,West Brom,1.0,0,0,2
Zeki Fryers,eng ENG,Crystal Palace,0.05497076023391813,0,0,0
Craig Gardner,eng ENG,West Brom,0.06374269005847953,0,1,1
Rudy Gestede,bj BEN,Middlesbrough,0.15584795321637426,1,0,3
Kieran Gibbs,eng ENG,Arsenal,0.20526315789473684,0,1,3
Ben Gibson,eng ENG,Middlesbrough,1.0,1,1,4
Darron Gibson,ie IRL,Sunderland,0.1871345029239766,0,0,4
Olivier Giroud,fr FRA,Arsenal,0.3526315789473684,12,3,2
Shay Given,ie IRL,Stoke City,0.13157894736842105,0,0,1
Lewis Grabban,eng ENG,Bournemouth,0.017543859649122806,0,0,0
Lee Grant,eng ENG,Stoke City,0.7368421052631579,0,0,1
Andre Gray,jm JAM,Burnley,0.6605263157894737,9,3,2
Demarai Gray,jm JAM,Leicester City,0.3067251461988304,1,3,2
Tom Heaton,eng ENG,Burnley,0.9210526315789473,0,0,1
Jordan Henderson,eng ENG,Liverpool,0.6187134502923977,1,4,8
Jeff Hendrick,ie IRL,Burnley,0.7871345029239766,2,1,7
Wayne Hennessey,wls WAL,Crystal Palace,0.7631578947368421,0,0,1
Ander Herrera,es ESP,Manchester Utd,0.7204678362573099,1,5,8
Rob Holding,eng ENG,Arsenal,0.23684210526315788,0,0,3
Tom Huddlestone,eng ENG,Hull City,0.5923976608187135,1,0,6
