player_name,nation,squad,minutes_played,goals,assists,cards
Charlie Adam,sct SCO,Blackpool,0.8915204678362573,12,8,11
Emmanuel Adebayor,tg TOG,Manchester City,0.07134502923976609,1,0,0
Yakubu Aiyegbeni,ng NGA,Everton,0.1953216374269006,1,1,0
Keith Andrews,ie IRL,Blackburn,0.06695906432748538,0,0,0
Nicolas Anelka,fr FRA,Chelsea,0.6888888888888889,6,4,0
Victor Anichebe,ng NGA,Everton,0.22485380116959064,0,0,4
Mikel Arteta,es ESP,Everton,0.7032163742690059,3,5,2
Demba Ba,sn SEN,West Ham,0.27280701754385966,7,0,1
Chris Baird,nir NIR,Fulham,0.6967836257309942,2,1,5
Gareth Bale,wls WAL,Tottenham,0.7154970760233919,7,1,1
Barry Bannan,sct SCO,Aston Villa,0.1868421052631579,0,1,1
Phil Bardsley,sct SCO,Sunderland,0.8245614035087719,3,1,5
Gareth Barry,eng ENG,Manchester City,0.7900584795321638,2,2,8
Joey Barton,eng ENG,Newcastle Utd,0.8412280701754385,4,9,7
Chris Basham,eng ENG,Blackpool,0.035380116959064324,0,1,1
Sébastien Bassong,cm CMR,Tottenham,0.24210526315789474,1,0,0
James Beattie,eng ENG,Blackpool,0.12660818713450292,0,3,0
Jean Beausejour,cl CHI,Birmingham City,0.26169590643274854,2,0,0
Tal Ben Haim,il ISR,West Ham,0.20818713450292398,0,1,3
Yossi Benayoun,il ISR,Chelsea,0.06111111111111111,1,0,0
Nicklas Bendtner,dk DEN,Arsenal,0.14941520467836258,2,1,2
Benjani,zw ZIM,Blackburn,0.1935672514619883,3,0,0
Darren Bent,eng ENG,Aston Villa,0.4087719298245614,9,1,0
Darren Bent,eng ENG,Sunderland,0.5096491228070176,8,0,1
Marcus Bent,eng ENG,Wolves,0.004093567251461989,0,0,0
David Bentley,eng ENG,Tottenham,0.030116959064327486,0,0,1
David Bentley,eng ENG,Birmingham City,0.24005847953216375,0,1,0
Dimitar Berbatov,bg BUL,Manchester Utd,0.6456140350877193,20,4,1
Robbie Blake,eng ENG,Bolton,0.013742690058479532,1,0,0
Luís Boa Morte,pt POR,West Ham,0.4383040935672515,0,2,7
Lee Bowyer,eng ENG,Birmingham City,0.5970760233918129,4,1,7
Emmerson Boyce,bb BRB,Wigan Athletic,0.48801169590643273,0,0,3
Titus Bramble,eng ENG,Sunderland,0.585672514619883,0,0,6
Wayne Bridge,eng ENG,West Ham,0.39415204678362575,0,2,0
Wayne Bridge,eng ENG,Manchester City,0.0435672514619883,0,0,0
Wes Brown,eng ENG,Manchester Utd,0.12543859649122807,0,0,2
Mark Bunn,eng ENG,Blackburn,0.06578947368421052,0,0,1
Gary Cahill,eng ENG,Bolton,0.939766081871345,3,0,8
DJ Campbell,eng ENG,Blackpool,0.7678362573099415,13,1,2
Fraizer Campbell,eng ENG,Sunderland,0.06578947368421052,0,0,0
Stephen Carr,ie IRL,Birmingham City,0.9859649122807017,0,0,4
Michael Carrick,eng ENG,Manchester Utd,0.5766081871345029,0,0,1
Andy Carroll,eng ENG,Liverpool,0.1301169590643275,2,0,1
Andy Carroll,eng ENG,Newcastle Utd,0.47514619883040937,11,3,4
Scott Carson,eng ENG,West Brom,0.8421052631578947,0,0,1
Lee Cattermole,eng ENG,Sunderland,0.5611111111111111,0,0,14
Marouane Chamakh,ma MAR,Arsenal,0.5394736842105263,7,4,5
Pascal Chimbonda,fr FRA,Blackburn,0.1067251461988304,0,0,1
Tom Cleverley,eng ENG,Wigan Athletic,0.47865497076023394,4,2,1
Gaël Clichy,fr FRA,Arsenal,0.868421052631579,0,1,3
Ashley Cole,eng ENG,Chelsea,0.9897660818713451,0,3,4
Carlton Cole,eng ENG,West Ham,0.6198830409356725,5,2,4
Joe Cole,eng ENG,Liverpool,0.23421052631578948,2,1,2
Danny Collins,wls WAL,Stoke City,0.5935672514619883,0,0,6
James Collins,wls WAL,Aston Villa,0.8345029239766082,3,0,5
Jody Craddock,eng ENG,Wolves,0.3435672514619883,1,0,5
Peter Crouch,eng ENG,Tottenham,0.5687134502923976,4,6,0
Carlos Cuéllar,es ESP,Aston Villa,0.2614035087719298,0,0,2
Scott Dann,eng ENG,Birmingham City,0.5263157894736842,2,1,4
Curtis Davies,eng ENG,Birmingham City,0.09883040935672514,0,0,1
Kevin Davies,eng ENG,Bolton,0.9888888888888889,8,5,10
Mark Davies,eng ENG,Bolton,0.2880116959064328,1,3,5
Michael Dawson,eng ENG,Tottenham,0.631578947368421,1,0,6
Jermain Defoe,eng ENG,Tottenham,0.43187134502923974,4,2,1
Fabian Delph,eng ENG,Aston Villa,0.12076023391812865,0,0,1
Mousa Dembélé,be BEL,Fulham,0.5599415204678363,3,3,0
Clint Dempsey,us USA,Fulham,0.9038011695906433,12,3,5
