player_name,nation,squad,minutes_played,goals,assists,cards
Patrick van Aanholt,nl NED,Sunderland,0.6745614035087719,0,5,4
Charlie Adam,sct SCO,Stoke City,0.44181286549707605,7,1,5
Emmanuel Adebayor,tg TOG,Tottenham,0.23771929824561402,2,1,1
Nathan Aké,nl NED,Chelsea,0.005263157894736842,0,0,0
Joe Allen,wls WAL,Liverpool,0.4298245614035088,1,0,3
Victor Anichebe,ng NGA,West Brom,0.3026315789473684,3,1,0
Mikel Arteta,es ESP,Arsenal,0.1307017543859649,0,1,1
Christian Atsu,gh GHA,Everton,0.03304093567251462,0,1,0
Leandro Bacuna,cw CUW,Aston Villa,0.2874269005847953,0,5,1
Chris Baird,nir NIR,West Brom,0.23567251461988303,0,0,2
Barry Bannan,sct SCO,Crystal Palace,0.04035087719298246,0,0,1
Phil Bardsley,sct SCO,Stoke City,0.6087719298245614,0,1,6
Ross Barkley,eng ENG,Everton,0.5733918128654971,2,2,1
Gareth Barry,eng ENG,Everton,0.8254385964912281,0,2,12
Joey Barton,eng ENG,QPR,0.6868421052631579,1,3,12
Darren Bent,eng ENG,Aston Villa,0.024269005847953218,0,0,0
Christian Benteke,be BEL,Aston Villa,0.6956140350877194,13,2,2
Saido Berahino,bi BDI,West Brom,0.8549707602339182,14,1,2
Wilfried Bony,ci CIV,Manchester City,0.08830409356725147,2,1,1
Wilfried Bony,ci CIV,Swansea City,0.3792397660818713,9,2,4
Fabio Borini,it ITA,Liverpool,0.11608187134502924,1,1,3
George Boyd,sct SCO,Burnley,0.8786549707602339,5,2,7
George Boyd,sct SCO,Hull City,0.0029239766081871343,0,0,0
Robbie Brady,ie IRL,Hull City,0.514327485380117,0,2,2
Liam Bridcutt,sct SCO,Sunderland,0.26666666666666666,0,2,8
Wes Brown,eng ENG,Sunderland,0.5827485380116959,0,0,6
Will Buckley,eng ENG,Sunderland,0.256140350877193,0,2,2
Jack Butland,eng ENG,Stoke City,0.07894736842105263,0,0,0
Gary Cahill,eng ENG,Chelsea,0.8730994152046784,1,1,5
Fraizer Campbell,eng ENG,Crystal Palace,0.34269005847953216,4,0,5
Étienne Capoue,fr FRA,Tottenham,0.26228070175438595,0,0,2
Michael Carrick,eng ENG,Manchester Utd,0.42602339181286547,1,2,1
Andy Carroll,eng ENG,West Ham,0.2994152046783626,5,1,2
Tom Carroll,eng ENG,Swansea City,0.2023391812865497,0,0,1
Lee Cattermole,eng ENG,Sunderland,0.6891812865497076,1,0,14
