player_name,nation,squad,minutes_played,goals,assists,cards
Nathan Aké,nl NED,Manchester City,0.2698830409356725,2,0,0
Michail Antonio,jm JAM,West Ham,0.8687134502923977,10,8,9
Kepa Arrizabalaga,es ESP,Chelsea,0.10526315789473684,0,0,0
Jordan Ayew,gh GHA,Crystal Palace,0.5903508771929824,3,3,2
Patrick Bamford,eng ENG,Leeds United,0.16345029239766082,2,2,2
Ross Barkley,eng ENG,Chelsea,0.052339181286549706,1,0,0
Saïd Benrahma,dz ALG,West Ham,0.6339181286549708,8,6,0
Christian Benteke,be BEL,Crystal Palace,0.3347953216374269,4,1,3
Yves Bissouma,ml MLI,Brighton,0.617251461988304,1,2,10
Willy Boly,ci CIV,Wolves,0.2631578947368421,0,0,1
Jarrod Bowen,eng ENG,West Ham,0.8722222222222222,12,10,6
Dan Burn,eng ENG,Newcastle Utd,0.42105263157894735,0,1,4
Dan Burn,eng ENG,Brighton,0.29883040935672517,1,0,4
Jack Butland,eng ENG,Crystal Palace,0.2236842105263158,0,0,0
Sam Byram,eng ENG,Norwich City,0.3002923976608187,0,0,3
Matty Cash,pl POL,Aston Villa,0.9874269005847953,4,3,8
Calum Chambers,eng ENG,Arsenal,0.049707602339181284,0,0,0
Calum Chambers,eng ENG,Aston Villa,0.24298245614035088,1,0,1
Ben Chilwell,eng ENG,Chelsea,0.1584795321637427,3,1,0
Carney Chukwuemeka,eng ENG,Aston Villa,0.08801169590643275,0,1,0
Tom Cleverley,eng ENG,Watford,0.47251461988304094,0,2,2
Nathaniel Clyne,eng ENG,Crystal Palace,0.3950292397660819,0,1,1
Nathan Collins,ie IRL,Burnley,0.48830409356725146,2,0,3
Jack Cork,eng ENG,Burnley,0.48830409356725146,1,0,4
Maxwel Cornet,ci CIV,Burnley,0.5163742690058479,9,1,2
Hélder Costa,ao ANG,Leeds United,0.006432748538011696,0,0,0
Aaron Cresswell,eng ENG,West Ham,0.7970760233918128,2,3,3
Marc Cucurella,es ESP,Brighton,0.9032163742690058,1,1,6
Karl Darlow,eng ENG,Newcastle Utd,0.21052631578947367,0,0,1
Ben Davies,wls WAL,Tottenham,0.7421052631578947,1,1,6
Craig Dawson,eng ENG,West Ham,0.8052631578947368,2,2,6
Fabian Delph,eng ENG,Everton,0.1935672514619883,0,0,2
Leander Dendoncker,be BEL,Wolves,0.5701754385964912,2,2,4
Emmanuel Dennis,ng NGA,Watford,0.7546783625730994,10,6,10
Lucas Digne,fr FRA,Aston Villa,0.37105263157894736,0,4,2
Lucas Digne,fr FRA,Everton,0.34210526315789475,0,0,4
Issa Diop,fr FRA,West Ham,0.28157894736842104,0,1,0
Matt Doherty,ie IRL,Tottenham,0.25584795321637427,2,4,0
Martin Dúbravka,sk SVK,Newcastle Utd,0.6842105263157895,0,0,1
Emerson,br BRA,Tottenham,0.6684210526315789,1,1,5
Jonny Evans,nir NIR,Leicester City,0.39415204678362575,1,1,3
Eberechi Eze,eng ENG,Crystal Palace,0.17690058479532164,1,1,1
Federico Fernández,ar ARG,Newcastle Utd,0.15292397660818713,0,0,0
Wesley Fofana,fr FRA,Leicester City,0.18421052631578946,0,0,2
Ben Foster,eng ENG,Watford,0.6842105263157895,0,1,0
Joe Gelhardt,eng ENG,Leeds United,0.21812865497076023,2,2,4
Morgan Gibbs-White,eng ENG,Wolves,0.002631578947368421,0,0,1
Ben Gibson,eng ENG,Norwich City,0.7292397660818714,0,0,6
Billy Gilmour,sct SCO,Norwich City,0.5423976608187134,0,1,2
Joe Gomez,eng ENG,Liverpool,0.09678362573099415,0,1,2
Anthony Gordon,eng ENG,Everton,0.6681286549707602,4,2,4
Demarai Gray,jm JAM,Everton,0.683625730994152,5,4,3
Jack Grealish,eng ENG,Manchester City,0.5596491228070175,3,3,3
Angus Gunn,sct SCO,Norwich City,0.23684210526315788,0,0,0
Jack Harrison,eng ENG,Leeds United,0.7716374269005848,8,1,3
Kortney Hause,eng ENG,Aston Villa,0.11608187134502924,1,0,0
Jordan Henderson,eng ENG,Liverpool,0.7593567251461988,2,5,3
Jeff Hendrick,ie IRL,Newcastle Utd,0.021052631578947368,1,0,0
Wayne Hennessey,wls WAL,Burnley,0.05263157894736842,0,0,0
Rob Holding,eng ENG,Arsenal,0.24707602339181287,1,0,5
Will Hughes,eng ENG,Crystal Palace,0.3078947368421053,0,1,6
Kelechi Iheanacho,ng NGA,Leicester City,0.3695906432748538,4,5,1
Danny Ings,eng ENG,Aston Villa,0.5549707602339181,7,6,4
Daniel James,wls WAL,Manchester Utd,0.03684210526315789,0,0,0
Daniel James,wls WAL,Leeds United,0.691812865497076,4,4,8
Gabriel Jesus,br BRA,Manchester City,0.5488304093567251,8,8,1
Phil Jones,eng ENG,Manchester Utd,0.04766081871345029,0,0,0
Jorginho,it ITA,Chelsea,0.6646198830409357,6,2,5
Diogo Jota,pt POR,Liverpool,0.6912280701754386,15,4,3
James Justin,eng ENG,Leicester City,0.291812865497076,0,0,0
N'Golo Kanté,fr FRA,Chelsea,0.5184210526315789,2,4,2
Ezri Konsa,eng ENG,Aston Villa,0.7242690058479532,2,0,8
Cheikhou Kouyaté,sn SEN,Crystal Palace,0.5771929824561404,0,1,3
Adam Lallana,eng ENG,Brighton,0.4564327485380117,0,1,4
Aymeric Laporte,es ESP,Manchester City,0.8269005847953217,4,0,6
Jamaal Lascelles,eng ENG,Newcastle Utd,0.6017543859649123,1,0,5
Aaron Lennon,eng ENG,Burnley,0.4535087719298246,2,0,2
Bernd Leno,de GER,Arsenal,0.10526315789473684,0,0,0
Jamal Lewis,nir NIR,Newcastle Utd,0.07660818713450293,0,0,1
Jesse Lingard,eng ENG,Manchester Utd,0.10730994152046784,2,0,1
Shane Long,ie IRL,Southampton,0.09005847953216374,1,0,1
Matthew Lowton,eng ENG,Burnley,0.5181286549707602,1,2,4
Douglas Luiz,br BRA,Aston Villa,0.793859649122807,2,3,7
Romelu Lukaku,be BEL,Chelsea,0.46461988304093566,8,0,1
James Maddison,eng ENG,Leicester City,0.7190058479532164,12,8,3
Harry Maguire,eng ENG,Manchester Utd,0.7353801169590644,1,0,10
Riyad Mahrez,dz ALG,Manchester City,0.43801169590643274,11,5,0
Sadio Mané,sn SEN,Liverpool,0.8242690058479533,16,2,5
Emiliano Martínez,ar ARG,Aston Villa,0.9473684210526315,0,0,4
Juan Mata,es ESP,Manchester Utd,0.06871345029239766,0,0,0
Nemanja Matić,rs SRB,Manchester Utd,0.404093567251462,0,4,3
Neal Maupay,fr FRA,Brighton,0.6654970760233918,8,2,7
James McArthur,sct SCO,Crystal Palace,0.42076023391812867,0,3,4
Alex McCarthy,eng ENG,Southampton,0.4473684210526316,0,0,1
James Milner,eng ENG,Liverpool,0.24941520467836256,0,1,2
Tyrone Mings,eng ENG,Aston Villa,0.9324561403508772,1,3,11
Jacob Murphy,eng ENG,Newcastle Utd,0.4307017543859649,1,2,4
Michael Olise,fr FRA,Crystal Palace,0.33362573099415205,2,5,4
