player_name,nation,squad,minutes_played,goals,assists,cards
Yakubu Aiyegbeni,ng NGA,Portsmouth,0.7213450292397661,13,3,2
Jérémie Aliadière,fr FRA,Arsenal,0.010818713450292398,0,0,0
Darren Ambrose,eng ENG,Newcastle Utd,0.21666666666666667,3,0,1
Lorenzo Amoruso,it ITA,Blackburn,0.1324561403508772,0,0,2
Darren Anderton,eng ENG,Birmingham City,0.25380116959064325,3,1,1
Nicolas Anelka,fr FRA,Manchester City,0.4415204678362573,7,2,0
Mikel Arteta,es ESP,Everton,0.23684210526315788,1,3,5
Dean Ashton,eng ENG,Norwich City,0.4154970760233918,7,3,0
Anthony Barness,eng ENG,Bolton,0.12543859649122807,0,0,0
Gareth Barry,eng ENG,Aston Villa,0.82953216374269,7,1,2
Joey Barton,eng ENG,Manchester City,0.7315789473684211,1,5,9
James Beattie,eng ENG,Southampton,0.23625730994152047,3,1,0
James Beattie,eng ENG,Everton,0.16578947368421051,1,0,2
Craig Bellamy,wls WAL,Newcastle Utd,0.5228070175438596,7,4,2
David Bellion,fr FRA,Manchester Utd,0.0608187134502924,2,0,0
Tal Ben Haim,il ISR,Bolton,0.5119883040935672,1,0,5
Marcus Bent,eng ENG,Everton,0.7824561403508772,6,4,2
David Bentley,eng ENG,Norwich City,0.5862573099415205,2,3,6
Eyal Berkovic,il ISR,Portsmouth,0.1301169590643275,1,4,0
Robbie Blake,eng ENG,Birmingham City,0.097953216374269,2,0,0
Luís Boa Morte,pt POR,Fulham,0.7608187134502924,8,9,7
George Boateng,nl NED,Middlesbrough,0.6570175438596492,3,2,8
Papa Bouba Diop,sn SEN,Fulham,0.735672514619883,5,0,10
Jean-Alain Boumsong,fr FRA,Newcastle Utd,0.3616959064327485,0,0,1
Lee Bowyer,eng ENG,Newcastle Utd,0.6371345029239766,3,3,9
Emmerson Boyce,bb BRB,Crystal Palace,0.6847953216374268,0,1,2
Titus Bramble,eng ENG,Newcastle Utd,0.4824561403508772,1,1,2
Wayne Bridge,eng ENG,Chelsea,0.3362573099415205,0,0,0
Michael Brown,eng ENG,Tottenham,0.5008771929824561,1,3,8
Wes Brown,eng ENG,Manchester Utd,0.47982456140350876,1,0,4
Nicky Butt,eng ENG,Newcastle Utd,0.41637426900584795,1,1,3
Henri Camara,sn SEN,Southampton,0.26608187134502925,4,0,2
Kevin Campbell,eng ENG,West Brom,0.38128654970760234,3,1,0
Kevin Campbell,eng ENG,Everton,0.08976608187134504,0,0,0
Stephen Carr,ie IRL,Newcastle Utd,0.6230994152046784,1,1,5
Michael Carrick,eng ENG,Tottenham,0.6938596491228071,0,4,1
Roy Carroll,nir NIR,Manchester Utd,0.6842105263157895,0,0,0
Lee Carsley,ie IRL,Everton,0.8856725146198831,4,2,7
Scott Carson,eng ENG,Liverpool,0.10526315789473684,0,0,0
Darren Carter,eng ENG,Birmingham City,0.30409356725146197,2,1,1
Richard Chaplow,eng ENG,West Brom,0.07222222222222222,0,0,0
Simon Charlton,eng ENG,Norwich City,0.5491228070175439,1,0,1
Michael Chopra,eng ENG,Newcastle Utd,0.0043859649122807015,0,0,0
Malcolm Christie,eng ENG,Middlesbrough,0.039473684210526314,1,0,0
Aliou Cissé,sn SEN,Portsmouth,0.33801169590643276,0,1,0
Jamie Clapham,eng ENG,Birmingham City,0.4891812865497076,0,0,0
Lee Clark,eng ENG,Fulham,0.4152046783625731,1,2,2
Stephen Clemence,eng ENG,Birmingham City,0.38011695906432746,0,0,3
Gaël Clichy,fr FRA,Arsenal,0.22631578947368422,0,1,2
Andy Cole,eng ENG,Fulham,0.7312865497076023,12,4,5
Ashley Cole,eng ENG,Arsenal,0.9210526315789473,2,1,7
Carlton Cole,eng ENG,Aston Villa,0.44181286549707605,3,4,1
Joe Cole,eng ENG,Chelsea,0.4763157894736842,8,2,5
Colin Cooper,eng ENG,Middlesbrough,0.30526315789473685,0,0,0
Mark Crossley,wls WAL,Fulham,0.12660818713450292,0,0,0
Peter Crouch,eng ENG,Southampton,0.5233918128654971,12,6,2
Calum Davenport,eng ENG,Southampton,0.14649122807017545,0,0,0
Calum Davenport,eng ENG,Tottenham,0.0023391812865497076,0,0,0
Andrew Davies,eng ENG,Middlesbrough,0.06812865497076023,0,0,0
Kevin Davies,eng ENG,Bolton,0.8298245614035088,8,2,5
Sean Davis,eng ENG,Tottenham,0.30058479532163745,0,2,4
