player_name,nation,squad,minutes_played,goals,assists,cards
Emmanuel Adebayor,tg TOG,Arsenal,0.29269005847953217,4,4,0
Yakubu Aiyegbeni,ng NGA,Middlesbrough,0.756140350877193,13,6,0
Jérémie Aliadière,fr FRA,West Ham,0.05175438596491228,0,0,0
Ben Alnwick,eng ENG,Sunderland,0.13157894736842105,0,0,0
Darren Ambrose,eng ENG,Charlton Ath,0.4926900584795322,3,2,3
Victor Anichebe,ng NGA,Everton,0.00847953216374269,1,0,0
Julio Arca,ar ARG,Sunderland,0.5786549707602339,1,3,5
Mikel Arteta,es ESP,Everton,0.6923976608187135,1,7,8
Dean Ashton,eng ENG,West Ham,0.19883040935672514,3,0,0
Phil Bardsley,sct SCO,Manchester Utd,0.08859649122807017,0,0,1
Gareth Barry,eng ENG,Aston Villa,0.9134502923976608,3,2,12
Joey Barton,eng ENG,Manchester City,0.7976608187134503,6,4,12
James Beattie,eng ENG,Everton,0.7339181286549707,10,3,3
Craig Bellamy,wls WAL,Blackburn,0.5891812865497076,13,2,5
David Bellion,fr FRA,West Ham,0.06286549707602339,0,0,0
Tal Ben Haim,il ISR,Bolton,0.8304093567251462,0,0,9
Yossi Benayoun,il ISR,West Ham,0.7906432748538011,5,6,3
Benjani,zw ZIM,Portsmouth,0.37456140350877193,1,2,1
Darren Bent,eng ENG,Charlton Ath,0.9245614035087719,18,4,2
Marcus Bent,eng ENG,Charlton Ath,0.28538011695906434,2,0,0
Marcus Bent,eng ENG,Everton,0.23859649122807017,1,0,0
David Bentley,eng ENG,Blackburn,0.5891812865497076,3,1,7
Luís Boa Morte,pt POR,Fulham,0.8771929824561403,6,9,12
George Boateng,nl NED,Middlesbrough,0.6728070175438596,2,1,5
Papa Bouba Diop,sn SEN,Fulham,0.5304093567251462,2,0,6
Jean-Alain Boumsong,fr FRA,Newcastle Utd,0.7935672514619883,0,0,3
Lee Bowyer,eng ENG,Newcastle Utd,0.47485380116959064,1,2,3
Titus Bramble,eng ENG,Newcastle Utd,0.5684210526315789,2,1,4
Gary Breen,ie IRL,Sunderland,0.8555555555555555,1,1,11
Wayne Bridge,eng ENG,Fulham,0.3157894736842105,0,2,2
Michael Brown,eng ENG,Tottenham,0.08011695906432749,0,0,1
Michael Brown,eng ENG,Fulham,0.14619883040935672,0,0,3
Wes Brown,eng ENG,Manchester Utd,0.43128654970760233,0,2,3
Jimmy Bullard,eng ENG,Wigan Athletic,0.9169590643274854,4,4,0
Nicky Butt,eng ENG,Birmingham City,0.5625730994152047,3,0,6
Gary Cahill,eng ENG,Aston Villa,0.16900584795321638,1,0,3
Henri Camara,sn SEN,Wigan Athletic,0.6660818713450293,12,3,0
DJ Campbell,eng ENG,Birmingham City,0.14678362573099416,0,0,0
Kevin Campbell,eng ENG,West Brom,0.45087719298245615,3,0,1
Stephen Carr,ie IRL,Newcastle Utd,0.48216374269005846,0,0,6
Michael Carrick,eng ENG,Tottenham,0.9131578947368421,2,6,2
Roy Carroll,nir NIR,West Ham,0.5,0,0,2
Lee Carsley,ie IRL,Everton,0.07426900584795322,0,0,2
Darren Carter,eng ENG,West Brom,0.3225146198830409,1,0,2
Lee Cattermole,eng ENG,Middlesbrough,0.289766081871345,1,1,4
Richard Chaplow,eng ENG,West Brom,0.10906432748538011,0,0,0
Pascal Chimbonda,fr FRA,Wigan Athletic,0.9538011695906433,2,3,6
Michael Chopra,eng ENG,Newcastle Utd,0.17339181286549707,1,1,0
Malcolm Christie,eng ENG,Middlesbrough,0.08538011695906433,0,0,0
Aliou Cissé,sn SEN,Portsmouth,0.04883040935672515,0,0,1
Jamie Clapham,eng ENG,Birmingham City,0.35233918128654973,1,1,2
Lee Clark,eng ENG,Newcastle Utd,0.25877192982456143,1,1,4
Clive Clarke,ie IRL,West Ham,0.03508771929824561,0,0,0
Stephen Clemence,eng ENG,Birmingham City,0.27865497076023393,0,0,4
Gaël Clichy,fr FRA,Arsenal,0.13596491228070176,0,0,2
Andy Cole,eng ENG,Manchester City,0.514327485380117,9,5,6
Ashley Cole,eng ENG,Arsenal,0.26052631578947366,0,0,3
Carlton Cole,eng ENG,Chelsea,0.06549707602339182,0,0,2
Joe Cole,eng ENG,Chelsea,0.6143274853801169,7,4,7
Danny Collins,wls WAL,Sunderland,0.5847953216374269,1,0,0
James Collins,wls WAL,West Ham,0.33157894736842103,2,0,0
David Connolly,ie IRL,Wigan Athletic,0.14385964912280702,1,0,0
Colin Cooper,eng ENG,Middlesbrough,0.0017543859649122807,0,0,0
Mark Crossley,wls WAL,Fulham,0.3286549707602339,0,1,0
Peter Crouch,eng ENG,Liverpool,0.6213450292397661,8,5,4
Christian Dailly,sct SCO,West Ham,0.2628654970760234,0,1,4
Calum Davenport,eng ENG,Tottenham,0.03070175438596491,0,0,0
Andrew Davies,eng ENG,Middlesbrough,0.16666666666666666,0,0,0
Curtis Davies,eng ENG,West Brom,0.868421052631579,2,0,0
Kevin Davies,eng ENG,Bolton,0.9184210526315789,7,7,10
Kelvin Davis,eng ENG,Sunderland,0.868421052631579,0,0,0
Sean Davis,eng ENG,Portsmouth,0.3605263157894737,1,0,1
Steven Davis,nir NIR,Aston Villa,0.8654970760233918,4,2,0
Michael Dawson,eng ENG,Tottenham,0.804093567251462,0,2,10
Jermain Defoe,eng ENG,Tottenham,0.6456140350877193,9,5,3
Asier del Horno,es ESP,Chelsea,0.5982456140350877,1,5,1
Mark Delaney,wls WAL,Aston Villa,0.3157894736842105,1,1,2
Edwin van der Sar,nl NED,Manchester Utd,0.9868421052631579,0,0,0
Lassana Diarra,fr FRA,Chelsea,0.054385964912280704,0,0,0
Paul Dickov,sct SCO,Blackburn,0.3675438596491228,5,0,7
